session_id,session_name,replication_idx,condition,generation,within_generation_idx,started_at,time_spend,expired,replaced,ai_player,simulated_subject,advisor,player_score,move_idx,source_num,target_num,reward,level,correct_repeat,myopic,optimal,large_loss_taken,trial_id,trial_type,solution_total_score
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,0,3,4,100,0,,True,False,False,4,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,1,4,9,200,0,,True,False,False,4,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,2,9,4,100,0,,True,False,False,4,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,3,4,9,200,0,,True,False,False,4,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,4,9,4,100,0,,True,False,False,4,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,5,4,9,200,0,,True,False,False,4,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,6,9,4,100,0,,True,False,False,4,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,7,4,9,200,0,,True,False,False,4,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,8,9,4,100,0,,True,False,False,4,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,9,4,9,200,0,,True,False,False,4,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,0,7,0,200,0,,True,False,False,5,individual,1100
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,1,0,7,0,0,,False,False,False,5,individual,1100
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,2,7,0,200,0,,True,False,False,5,individual,1100
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,3,0,7,0,0,,False,False,False,5,individual,1100
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,4,7,0,200,0,,True,False,False,5,individual,1100
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,5,0,10,100,0,,True,False,False,5,individual,1100
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,6,10,0,100,0,,True,False,False,5,individual,1100
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,7,0,10,100,0,,True,False,False,5,individual,1100
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,8,10,0,100,0,,True,False,False,5,individual,1100
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,9,0,10,100,0,,True,False,False,5,individual,1100
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,0,3,7,200,0,,True,False,False,8,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,1,7,5,100,0,,True,False,False,8,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,2,5,7,200,0,,True,True,False,8,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,3,7,4,0,0,,False,False,False,8,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,4,4,1,200,0,,True,False,False,8,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,5,1,3,200,0,,True,True,False,8,individual,1500
65ba9808fa589ac7c2fb001e,Rep 0 - Gen 0 - None - 0 - Human,0,,0,0,2024-02-01T09:40:17.007000,PT400S,False,False,False,False,,1200,6,3,7,200,0,,True,False,False,8,individual,1500
