,sessionId,generation,trialType,trialIdx,parentSessionId,parentSession_isAI
0,636e6aa45fa132cb00661dbd,0,individual,0,,
1,636e6aa45fa132cb00661dbd,0,individual,1,,
2,636e6aa45fa132cb00661dbd,0,individual,2,,
3,636e6aa45fa132cb00661dbd,0,individual,3,,
4,636e6aa45fa132cb00661dbd,0,individual,4,,
5,636e6aa45fa132cb00661dbd,0,individual,5,,
6,636e6aa45fa132cb00661dbd,0,demonstration,6,,
7,636e6aa45fa132cb00661dbd,0,demonstration,7,,
8,636e6aa45fa132cb00661dbd,0,written_strategy,8,,
9,636e6aa45fa132cb00661dbe,0,individual,0,,
10,636e6aa45fa132cb00661dbe,0,individual,1,,
11,636e6aa45fa132cb00661dbe,0,individual,2,,
12,636e6aa45fa132cb00661dbe,0,individual,3,,
13,636e6aa45fa132cb00661dbe,0,individual,4,,
14,636e6aa45fa132cb00661dbe,0,individual,5,,
15,636e6aa45fa132cb00661dbe,0,demonstration,6,,
16,636e6aa45fa132cb00661dbe,0,demonstration,7,,
17,636e6aa45fa132cb00661dbe,0,written_strategy,8,,
18,636e6aa45fa132cb00661dbf,0,individual,0,,
19,636e6aa45fa132cb00661dbf,0,individual,1,,
20,636e6aa45fa132cb00661dbf,0,individual,2,,
21,636e6aa45fa132cb00661dbf,0,individual,3,,
22,636e6aa45fa132cb00661dbf,0,individual,4,,
23,636e6aa45fa132cb00661dbf,0,individual,5,,
24,636e6aa45fa132cb00661dbf,0,demonstration,6,,
25,636e6aa45fa132cb00661dbf,0,demonstration,7,,
26,636e6aa45fa132cb00661dbf,0,written_strategy,8,,
27,636e6aa45fa132cb00661dc0,0,individual,0,,
28,636e6aa45fa132cb00661dc0,0,individual,1,,
29,636e6aa45fa132cb00661dc0,0,individual,2,,
30,636e6aa45fa132cb00661dc0,0,individual,3,,
31,636e6aa45fa132cb00661dc0,0,individual,4,,
32,636e6aa45fa132cb00661dc0,0,individual,5,,
33,636e6aa45fa132cb00661dc0,0,demonstration,6,,
34,636e6aa45fa132cb00661dc0,0,demonstration,7,,
35,636e6aa45fa132cb00661dc0,0,written_strategy,8,,
36,636e6aa45fa132cb00661dc1,0,individual,0,,
37,636e6aa45fa132cb00661dc1,0,individual,1,,
38,636e6aa45fa132cb00661dc1,0,individual,2,,
39,636e6aa45fa132cb00661dc1,0,individual,3,,
40,636e6aa45fa132cb00661dc1,0,individual,4,,
41,636e6aa45fa132cb00661dc1,0,individual,5,,
42,636e6aa45fa132cb00661dc1,0,demonstration,6,,
43,636e6aa45fa132cb00661dc1,0,demonstration,7,,
44,636e6aa45fa132cb00661dc1,0,written_strategy,8,,
45,636e6aa45fa132cb00661dc2,0,individual,0,,
46,636e6aa45fa132cb00661dc2,0,individual,1,,
47,636e6aa45fa132cb00661dc2,0,individual,2,,
48,636e6aa45fa132cb00661dc2,0,individual,3,,
49,636e6aa45fa132cb00661dc2,0,individual,4,,
50,636e6aa45fa132cb00661dc2,0,individual,5,,
51,636e6aa45fa132cb00661dc2,0,demonstration,6,,
