,sessionId,generation,trialType,trialIdx,parentSessionId,parentSession_isAI
0,647731a58664fd383a5bfc0f,0,individual,0,,
1,647731a58664fd383a5bfc0f,0,individual,1,,
2,647731a58664fd383a5bfc0f,0,individual,2,,
3,647731a58664fd383a5bfc0f,0,individual,3,,
4,647731a58664fd383a5bfc0f,0,demonstration,4,,
5,647731a58664fd383a5bfc0f,0,demonstration,5,,
6,647731a58664fd383a5bfc0f,0,demonstration,6,,
7,647731a58664fd383a5bfc0f,0,demonstration,7,,
8,647731a58664fd383a5bfc0f,0,written_strategy,8,,
9,647731a58664fd383a5bfc10,0,individual,0,,
10,647731a58664fd383a5bfc10,0,individual,1,,
11,647731a58664fd383a5bfc10,0,individual,2,,
12,647731a58664fd383a5bfc10,0,individual,3,,
13,647731a58664fd383a5bfc10,0,demonstration,4,,
14,647731a58664fd383a5bfc10,0,demonstration,5,,
15,647731a58664fd383a5bfc10,0,demonstration,6,,
16,647731a58664fd383a5bfc10,0,demonstration,7,,
17,647731a58664fd383a5bfc10,0,written_strategy,8,,
18,647731a58664fd383a5bfc11,0,individual,0,,
19,647731a58664fd383a5bfc11,0,individual,1,,
20,647731a58664fd383a5bfc11,0,individual,2,,
21,647731a58664fd383a5bfc11,0,individual,3,,
22,647731a58664fd383a5bfc11,0,demonstration,4,,
23,647731a58664fd383a5bfc11,0,demonstration,5,,
24,647731a58664fd383a5bfc11,0,demonstration,6,,
25,647731a58664fd383a5bfc11,0,demonstration,7,,
26,647731a58664fd383a5bfc11,0,written_strategy,8,,
27,647731a58664fd383a5bfc12,0,individual,0,,
28,647731a58664fd383a5bfc12,0,individual,1,,
29,647731a58664fd383a5bfc12,0,individual,2,,
30,647731a58664fd383a5bfc12,0,individual,3,,
31,647731a58664fd383a5bfc12,0,demonstration,4,,
32,647731a58664fd383a5bfc12,0,demonstration,5,,
33,647731a58664fd383a5bfc12,0,demonstration,6,,
34,647731a58664fd383a5bfc12,0,demonstration,7,,
35,647731a58664fd383a5bfc12,0,written_strategy,8,,
36,647731a58664fd383a5bfc13,0,individual,0,,
37,647731a58664fd383a5bfc13,0,individual,1,,
38,647731a58664fd383a5bfc13,0,individual,2,,
39,647731a58664fd383a5bfc13,0,individual,3,,
40,647731a58664fd383a5bfc13,0,demonstration,4,,
41,647731a58664fd383a5bfc13,0,demonstration,5,,
42,647731a58664fd383a5bfc13,0,demonstration,6,,
43,647731a58664fd383a5bfc13,0,demonstration,7,,
44,647731a58664fd383a5bfc13,0,written_strategy,8,,
45,647731a58664fd383a5bfc14,0,individual,0,,
46,647731a58664fd383a5bfc14,0,individual,1,,
47,647731a58664fd383a5bfc14,0,individual,2,,
48,647731a58664fd383a5bfc14,0,individual,3,,
49,647731a58664fd383a5bfc14,0,demonstration,4,,
50,647731a58664fd383a5bfc14,0,demonstration,5,,
51,647731a58664fd383a5bfc14,0,demonstration,6,,
52,647731a58664fd383a5bfc14,0,demonstration,7,,
53,647731a58664fd383a5bfc14,0,written_strategy,8,,
54,647731a58664fd383a5bfc15,0,individual,0,,
55,647731a58664fd383a5bfc15,0,individual,1,,
56,647731a58664fd383a5bfc15,0,individual,2,,
57,647731a58664fd383a5bfc15,0,individual,3,,
58,647731a58664fd383a5bfc15,0,demonstration,4,,
59,647731a58664fd383a5bfc15,0,demonstration,5,,
60,647731a58664fd383a5bfc15,0,demonstration,6,,
61,647731a58664fd383a5bfc15,0,demonstration,7,,
62,647731a58664fd383a5bfc15,0,written_strategy,8,,
63,647731a58664fd383a5bfc16,0,individual,0,,
64,647731a58664fd383a5bfc16,0,individual,1,,
65,647731a58664fd383a5bfc16,0,individual,2,,
66,647731a58664fd383a5bfc16,0,individual,3,,
67,647731a58664fd383a5bfc16,0,demonstration,4,,
68,647731a58664fd383a5bfc16,0,demonstration,5,,
69,647731a58664fd383a5bfc16,0,demonstration,6,,
70,647731a58664fd383a5bfc16,0,demonstration,7,,
71,647731a58664fd383a5bfc16,0,written_strategy,8,,
72,647731a58664fd383a5bfc17,0,individual,0,,
73,647731a58664fd383a5bfc17,0,individual,1,,
74,647731a58664fd383a5bfc17,0,individual,2,,
75,647731a58664fd383a5bfc17,0,individual,3,,
76,647731a58664fd383a5bfc17,0,demonstration,4,,
77,647731a58664fd383a5bfc17,0,demonstration,5,,
78,647731a58664fd383a5bfc17,0,demonstration,6,,
