session_id,session_name,replication_idx,condition,generation,within_generation_idx,started_at,time_spend,expired,replaced,ai_player,simulated_subject,advisor,player_score
65c114f28cd48a6772842732,Rep 0 - Gen 0 - w_ai - 0 - AI,0,w_ai,0,0,,PT0S,False,False,True,False,,2650
65c114f28cd48a6772842733,Rep 0 - Gen 0 - w_ai - 1 - AI,0,w_ai,0,1,,PT0S,False,False,True,False,,2650
65c114f28cd48a6772842734,Rep 0 - Gen 0 - w_ai - 2 - AI,0,w_ai,0,2,,PT0S,False,False,True,False,,2650
65c114f28cd48a6772842735,Rep 0 - Gen 0 - None - 3 - Human,0,,0,3,2024-02-05T17:04:06.764000,PT5S,False,False,False,False,,1200
65c114f28cd48a6772842736,Rep 0 - Gen 0 - None - 4 - Human,0,,0,4,2024-02-05T17:04:06.680000,PT2S,False,False,False,False,,1025
65c114f28cd48a6772842737,Rep 0 - Gen 0 - None - 5 - Human,0,,0,5,2024-02-05T17:04:06.769000,PT4S,False,False,False,False,,1425
65c114f28cd48a6772842738,Rep 0 - Gen 0 - None - 6 - Human,0,,0,6,2024-02-05T17:04:06.807000,PT5S,False,False,False,False,,1575
65c114f28cd48a6772842739,Rep 0 - Gen 0 - None - 7 - Human,0,,0,7,2024-02-05T17:04:06.806000,PT5S,False,False,False,False,,1525
65c114f38cd48a677284273a,Rep 0 - Gen 0 - wo_ai - 8 - Human,0,wo_ai,0,8,2024-02-05T17:04:06.755000,PT4S,False,False,False,False,,1475
65c114f38cd48a677284273b,Rep 0 - Gen 0 - wo_ai - 9 - Human,0,wo_ai,0,9,2024-02-05T17:04:06.762000,PT5S,False,False,False,False,,962
65c114f38cd48a677284273c,Rep 0 - Gen 0 - wo_ai - 10 - Human,0,wo_ai,0,10,2024-02-05T17:04:06.807000,PT4S,False,False,False,False,,1475
65c114f38cd48a677284273d,Rep 0 - Gen 1 - w_ai - 0 - Human,0,w_ai,1,0,2024-02-05T17:04:17.648000,PT12S,False,False,False,False,65c114f28cd48a6772842734,650
65c114f38cd48a677284273e,Rep 0 - Gen 1 - w_ai - 1 - Human,0,w_ai,1,1,2024-02-05T17:04:15.527000,PT11S,False,False,False,False,65c114f28cd48a6772842734,1800
65c114f38cd48a677284273f,Rep 0 - Gen 1 - w_ai - 2 - Human,0,w_ai,1,2,2024-02-05T17:04:24.771000,PT11S,False,False,False,False,65c114f28cd48a6772842733,2650
65c114f38cd48a6772842740,Rep 0 - Gen 1 - w_ai - 3 - Human,0,w_ai,1,3,2024-02-05T17:04:28.415000,PT10S,False,False,False,False,65c114f28cd48a6772842733,637
65c114f38cd48a6772842741,Rep 0 - Gen 1 - w_ai - 4 - Human,0,w_ai,1,4,2024-02-05T17:04:12.880000,PT11S,False,False,False,False,65c114f28cd48a6772842732,1512
65c114f38cd48a6772842742,Rep 0 - Gen 1 - w_ai - 5 - Human,0,w_ai,1,5,2024-02-05T17:04:25.891000,PT11S,False,False,False,False,65c114f28cd48a6772842734,1287
65c114f38cd48a6772842743,Rep 0 - Gen 1 - w_ai - 6 - Human,0,w_ai,1,6,2024-02-05T17:04:12.820000,PT10S,False,False,False,False,65c114f28cd48a6772842733,2650
65c114f38cd48a6772842744,Rep 0 - Gen 1 - w_ai - 7 - Human,0,w_ai,1,7,2024-02-05T17:04:30.535000,PT12S,False,False,False,False,65c114f28cd48a6772842733,2650
65c114f38cd48a6772842745,Rep 0 - Gen 1 - wo_ai - 8 - Human,0,wo_ai,1,8,2024-02-05T17:04:25.813000,PT11S,False,False,False,False,65c114f28cd48a6772842738,1200
65c114f38cd48a6772842746,Rep 0 - Gen 1 - wo_ai - 9 - Human,0,wo_ai,1,9,2024-02-05T17:04:31.370000,PT10S,False,False,False,False,65c114f28cd48a6772842738,1475
65c114f38cd48a6772842747,Rep 0 - Gen 1 - wo_ai - 10 - Human,0,wo_ai,1,10,2024-02-05T17:04:16.743000,PT12S,False,False,False,False,65c114f28cd48a6772842738,1650
65c114f38cd48a6772842748,Rep 0 - Gen 1 - wo_ai - 11 - Human,0,wo_ai,1,11,2024-02-05T17:04:25.189000,PT12S,False,False,False,False,65c114f38cd48a677284273c,1700
65c114f38cd48a6772842749,Rep 0 - Gen 1 - wo_ai - 12 - Human,0,wo_ai,1,12,2024-02-05T17:04:17.040000,PT13S,False,False,False,False,65c114f28cd48a6772842738,1425
65c114f38cd48a677284274a,Rep 0 - Gen 1 - wo_ai - 13 - Human,0,wo_ai,1,13,2024-02-05T17:04:13.275000,PT10S,False,False,False,False,65c114f28cd48a6772842738,1062
65c114f38cd48a677284274b,Rep 0 - Gen 1 - wo_ai - 14 - Human,0,wo_ai,1,14,2024-02-05T17:04:31.501000,PT10S,False,False,False,False,65c114f28cd48a6772842738,1575
65c114f38cd48a677284274c,Rep 0 - Gen 1 - wo_ai - 15 - Human,0,wo_ai,1,15,2024-02-05T17:04:13.170000,PT11S,False,False,False,False,65c114f28cd48a6772842738,1375
65c114f98cd48a677284274d,Rep 0 - Gen 2 - w_ai - 0 - Human,0,w_ai,2,0,2024-02-05T17:04:43.728000,PT16S,False,False,False,False,65c114f38cd48a6772842744,875
65c114f98cd48a677284274e,Rep 0 - Gen 2 - w_ai - 1 - Human,0,w_ai,2,1,2024-02-05T17:04:43.223000,PT16S,False,False,False,False,65c114f38cd48a6772842744,1550
65c114f98cd48a677284274f,Rep 0 - Gen 2 - w_ai - 2 - Human,0,w_ai,2,2,2024-02-05T17:05:00.158000,PT19S,False,False,False,False,65c114f38cd48a6772842744,1475
65c114f98cd48a6772842750,Rep 0 - Gen 2 - w_ai - 3 - Human,0,w_ai,2,3,2024-02-05T17:04:40.123000,PT13S,False,False,False,False,65c114f38cd48a6772842743,1012
65c114f98cd48a6772842751,Rep 0 - Gen 2 - w_ai - 4 - Human,0,w_ai,2,4,2024-02-05T17:04:44.701000,PT17S,False,False,False,False,65c114f38cd48a6772842744,1150
65c114f98cd48a6772842752,Rep 0 - Gen 2 - w_ai - 5 - Human,0,w_ai,2,5,2024-02-05T17:04:38.136000,PT12S,False,False,False,False,65c114f38cd48a677284273f,2575
65c114f98cd48a6772842753,Rep 0 - Gen 2 - w_ai - 6 - Human,0,w_ai,2,6,2024-02-05T17:04:37.455000,PT13S,False,False,False,False,65c114f38cd48a6772842743,2650
65c114f98cd48a6772842754,Rep 0 - Gen 2 - w_ai - 7 - Human,0,w_ai,2,7,2024-02-05T17:04:55.134000,PT19S,False,False,False,False,65c114f38cd48a677284273f,1700
65c114f98cd48a6772842755,Rep 0 - Gen 2 - wo_ai - 8 - Human,0,wo_ai,2,8,2024-02-05T17:05:02.129000,PT21S,False,False,False,False,65c114f38cd48a6772842748,1800
65c114f98cd48a6772842756,Rep 0 - Gen 2 - wo_ai - 9 - Human,0,wo_ai,2,9,2024-02-05T17:05:02.329000,PT21S,False,False,False,False,65c114f38cd48a6772842747,1600
65c114f98cd48a6772842757,Rep 0 - Gen 2 - wo_ai - 10 - Human,0,wo_ai,2,10,2024-02-05T17:04:42.562000,PT18S,False,False,False,False,65c114f38cd48a6772842748,1450
65c114f98cd48a6772842758,Rep 0 - Gen 2 - wo_ai - 11 - Human,0,wo_ai,2,11,2024-02-05T17:04:42.723000,PT15S,False,False,False,False,65c114f38cd48a677284274b,987
65c114f98cd48a6772842759,Rep 0 - Gen 2 - wo_ai - 12 - Human,0,wo_ai,2,12,2024-02-05T17:05:01.027000,PT22S,False,False,False,False,65c114f38cd48a6772842747,1375
65c114f98cd48a677284275a,Rep 0 - Gen 2 - wo_ai - 13 - Human,0,wo_ai,2,13,2024-02-05T17:04:51.944000,PT19S,False,False,False,False,65c114f38cd48a6772842748,1550
65c114f98cd48a677284275b,Rep 0 - Gen 2 - wo_ai - 14 - Human,0,wo_ai,2,14,2024-02-05T17:05:04.257000,PT22S,False,False,False,False,65c114f38cd48a6772842748,1825
65c114fa8cd48a677284275c,Rep 0 - Gen 2 - wo_ai - 15 - Human,0,wo_ai,2,15,2024-02-05T17:04:51.711000,PT17S,False,False,False,False,65c114f38cd48a6772842748,1200
65c114fd8cd48a677284275d,Rep 0 - Gen 3 - w_ai - 0 - Human,0,w_ai,3,0,2024-02-05T17:05:50.396000,PT19S,False,False,False,False,65c114f98cd48a6772842753,2650
65c114fd8cd48a677284275e,Rep 0 - Gen 3 - w_ai - 1 - Human,0,w_ai,3,1,2024-02-05T17:05:22.649000,PT20S,False,False,False,False,65c114f98cd48a6772842753,2650
65c114fd8cd48a677284275f,Rep 0 - Gen 3 - w_ai - 2 - Human,0,w_ai,3,2,2024-02-05T17:05:16.852000,PT21S,False,False,False,False,65c114f98cd48a6772842753,925
65c114fd8cd48a6772842760,Rep 0 - Gen 3 - w_ai - 3 - Human,0,w_ai,3,3,2024-02-05T17:05:19.360000,PT23S,False,False,False,False,65c114f98cd48a6772842753,1425
65c114fd8cd48a6772842761,Rep 0 - Gen 3 - w_ai - 4 - Human,0,w_ai,3,4,2024-02-05T17:05:26.003000,PT20S,False,False,False,False,65c114f98cd48a6772842753,2650
65c114fd8cd48a6772842762,Rep 0 - Gen 3 - w_ai - 5 - Human,0,w_ai,3,5,2024-02-05T17:05:54.056000,PT19S,False,False,False,False,65c114f98cd48a6772842753,1575
65c114fd8cd48a6772842763,Rep 0 - Gen 3 - w_ai - 6 - Human,0,w_ai,3,6,2024-02-05T17:05:16.827000,PT21S,False,False,False,False,65c114f98cd48a6772842753,1375
65c114fd8cd48a6772842764,Rep 0 - Gen 3 - w_ai - 7 - Human,0,w_ai,3,7,2024-02-05T17:05:45.794000,PT20S,False,False,False,False,65c114f98cd48a6772842753,775
65c114fd8cd48a6772842765,Rep 0 - Gen 3 - wo_ai - 8 - Human,0,wo_ai,3,8,2024-02-05T17:05:48.401000,PT21S,False,False,False,False,65c114f98cd48a677284275b,1550
65c114fd8cd48a6772842766,Rep 0 - Gen 3 - wo_ai - 9 - Human,0,wo_ai,3,9,2024-02-05T17:05:26.385000,PT21S,False,False,False,False,65c114f98cd48a6772842755,1475
65c114fd8cd48a6772842767,Rep 0 - Gen 3 - wo_ai - 10 - Human,0,wo_ai,3,10,2024-02-05T17:05:50.078000,PT19S,False,False,False,False,65c114f98cd48a6772842755,1625
