session_id,session_name,replication_idx,condition,generation,within_generation_idx,started_at,time_spend,expired,replaced,ai_player,simulated_subject,advisor,player_score,move_idx,source_num,target_num,reward,level,correct_repeat,myopic,optimal,large_loss_taken,trial_id,trial_type,solution_total_score
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,0,1,6,200,0,,True,False,False,0,individual,1100
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,1,6,3,100,0,,True,False,False,0,individual,1100
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,2,3,6,100,0,,True,False,False,0,individual,1100
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,3,6,3,100,0,,True,False,False,0,individual,1100
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,4,3,6,100,0,,True,False,False,0,individual,1100
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,5,6,3,100,0,,True,False,False,0,individual,1100
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,6,3,6,100,0,,True,False,False,0,individual,1100
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,7,6,3,100,0,,True,False,False,0,individual,1100
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,8,3,6,100,0,,True,False,False,0,individual,1100
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,9,6,3,100,0,,True,False,False,0,individual,1100
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,0,8,5,200,0,,True,False,False,1,individual,2000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,1,5,8,200,0,,True,False,False,1,individual,2000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,2,8,5,200,0,,True,False,False,1,individual,2000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,3,5,8,200,0,,True,False,False,1,individual,2000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,4,8,5,200,0,,True,False,False,1,individual,2000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,5,5,8,200,0,,True,False,False,1,individual,2000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,6,8,5,200,0,,True,False,False,1,individual,2000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,7,5,8,200,0,,True,False,False,1,individual,2000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,8,8,5,200,0,,True,False,False,1,individual,2000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,9,5,8,200,0,,True,False,False,1,individual,2000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,0,2,6,100,0,,True,False,False,2,individual,1900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,1,6,8,200,0,,True,True,False,2,individual,1900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,2,8,6,200,0,,True,False,False,2,individual,1900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,3,6,8,200,0,,True,True,False,2,individual,1900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,4,8,6,200,0,,True,False,False,2,individual,1900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,5,6,8,200,0,,True,True,False,2,individual,1900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,6,8,6,200,0,,True,False,False,2,individual,1900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,7,6,8,200,0,,True,True,False,2,individual,1900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,8,8,6,200,0,,True,False,False,2,individual,1900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,9,6,8,200,0,,True,True,False,2,individual,1900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,0,2,8,100,0,,True,False,False,3,individual,1000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,1,8,7,100,0,,True,False,False,3,individual,1000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,2,7,3,100,0,,True,False,False,3,individual,1000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,3,3,2,100,0,,True,False,False,3,individual,1000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,4,2,8,100,0,,True,False,False,3,individual,1000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,5,8,7,100,0,,True,False,False,3,individual,1000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,6,7,3,100,0,,True,False,False,3,individual,1000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,7,3,2,100,0,,True,False,False,3,individual,1000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,8,2,8,100,0,,True,False,False,3,individual,1000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,9,8,7,100,0,,True,False,False,3,individual,1000
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,0,1,10,100,0,,True,False,False,5,demonstration,1600
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,1,10,9,200,0,,True,False,False,5,demonstration,1600
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,2,9,1,200,0,,True,False,False,5,demonstration,1600
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,3,1,10,100,0,,True,False,False,5,demonstration,1600
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,4,10,9,200,0,,True,False,False,5,demonstration,1600
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,5,9,1,200,0,,True,False,False,5,demonstration,1600
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,6,1,10,100,0,,True,False,False,5,demonstration,1600
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,7,10,9,200,0,,True,False,False,5,demonstration,1600
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,8,9,1,200,0,,True,False,False,5,demonstration,1600
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,9,1,10,100,0,,True,False,False,5,demonstration,1600
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,0,11,9,100,0,,True,False,False,6,demonstration,900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,1,9,10,0,0,,True,False,False,6,demonstration,900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,2,10,9,200,0,,True,False,False,6,demonstration,900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,3,9,10,0,0,,True,False,False,6,demonstration,900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,4,10,9,200,0,,True,False,False,6,demonstration,900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,5,9,10,0,0,,True,False,False,6,demonstration,900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,6,10,9,200,0,,True,False,False,6,demonstration,900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,7,9,10,0,0,,True,False,False,6,demonstration,900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,8,10,9,200,0,,True,False,False,6,demonstration,900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,9,9,10,0,0,,True,False,False,6,demonstration,900
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,0,9,4,200,0,,True,False,False,7,demonstration,1800
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,1,4,3,200,0,,True,True,False,7,demonstration,1800
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,2,3,2,200,0,,True,False,False,7,demonstration,1800
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,3,2,7,100,0,,True,False,False,7,demonstration,1800
65bb905ffa589ac7c2fb00b6,Rep 0 - Gen 0 - None - 0 - AI,0,,0,0,,PT0S,False,False,True,True,,1450,4,7,4,200,0,,True,False,False,7,demonstration,1800
