,sessionId,generation,trialType,trialIdx,parentSessionId,parentSession_isAI
0,636e575d5fa132cb00661dae,0,consent,0,,
1,636e575d5fa132cb00661dae,0,instruction_welcome,1,,
2,636e575d5fa132cb00661dae,0,practice,2,,
3,636e575d5fa132cb00661dae,0,instruction_individual,3,,
4,636e575d5fa132cb00661dae,0,individual,4,,
5,636e575d5fa132cb00661dae,0,individual,5,,
6,636e575d5fa132cb00661dae,0,individual,6,,
7,636e575d5fa132cb00661dae,0,individual,7,,
8,636e575d5fa132cb00661dae,0,individual,8,,
9,636e575d5fa132cb00661dae,0,individual,9,,
10,636e575d5fa132cb00661dae,0,individual,10,,
11,636e575d5fa132cb00661dae,0,individual,11,,
12,636e575d5fa132cb00661dae,0,individual,12,,
13,636e575d5fa132cb00661dae,0,individual,13,,
14,636e575d5fa132cb00661dae,0,individual,14,,
15,636e575d5fa132cb00661dae,0,individual,15,,
16,636e575d5fa132cb00661dae,0,individual,16,,
17,636e575d5fa132cb00661dae,0,individual,17,,
18,636e575d5fa132cb00661dae,0,individual,18,,
19,636e575d5fa132cb00661dae,0,individual,19,,
20,636e575d5fa132cb00661dae,0,individual,20,,
21,636e575d5fa132cb00661dae,0,individual,21,,
22,636e575d5fa132cb00661dae,0,instruction_demonstration,22,,
23,636e575d5fa132cb00661dae,0,demonstration,23,,
24,636e575d5fa132cb00661dae,0,demonstration,24,,
25,636e575d5fa132cb00661dae,0,instruction_written_strategy,25,,
26,636e575d5fa132cb00661dae,0,written_strategy,26,,
27,636e575d5fa132cb00661dae,0,post_survey,27,,
28,636e575d5fa132cb00661dae,0,debriefing,28,,
29,636e575d5fa132cb00661daf,0,consent,0,,
30,636e575d5fa132cb00661daf,0,instruction_welcome,1,,
31,636e575d5fa132cb00661daf,0,practice,2,,
32,636e575d5fa132cb00661daf,0,instruction_individual,3,,
33,636e575d5fa132cb00661daf,0,individual,4,,
34,636e575d5fa132cb00661daf,0,individual,5,,
35,636e575d5fa132cb00661daf,0,individual,6,,
36,636e575d5fa132cb00661daf,0,individual,7,,
37,636e575d5fa132cb00661daf,0,individual,8,,
38,636e575d5fa132cb00661daf,0,individual,9,,
39,636e575d5fa132cb00661daf,0,individual,10,,
40,636e575d5fa132cb00661daf,0,individual,11,,
41,636e575d5fa132cb00661daf,0,individual,12,,
42,636e575d5fa132cb00661daf,0,individual,13,,
43,636e575d5fa132cb00661daf,0,individual,14,,
44,636e575d5fa132cb00661daf,0,individual,15,,
45,636e575d5fa132cb00661daf,0,individual,16,,
46,636e575d5fa132cb00661daf,0,individual,17,,
47,636e575d5fa132cb00661daf,0,individual,18,,
48,636e575d5fa132cb00661daf,0,individual,19,,
49,636e575d5fa132cb00661daf,0,individual,20,,
50,636e575d5fa132cb00661daf,0,individual,21,,
51,636e575d5fa132cb00661daf,0,instruction_demonstration,22,,
52,636e575d5fa132cb00661daf,0,demonstration,23,,
53,636e575d5fa132cb00661daf,0,demonstration,24,,
54,636e575d5fa132cb00661daf,0,instruction_written_strategy,25,,
55,636e575d5fa132cb00661daf,0,written_strategy,26,,
56,636e575d5fa132cb00661daf,0,post_survey,27,,
57,636e575d5fa132cb00661daf,0,debriefing,28,,
58,636e575d5fa132cb00661db0,0,consent,0,,
59,636e575d5fa132cb00661db0,0,instruction_welcome,1,,
60,636e575d5fa132cb00661db0,0,practice,2,,
61,636e575d5fa132cb00661db0,0,instruction_individual,3,,
62,636e575d5fa132cb00661db0,0,individual,4,,
63,636e575d5fa132cb00661db0,0,individual,5,,
64,636e575d5fa132cb00661db0,0,individual,6,,
65,636e575d5fa132cb00661db0,0,individual,7,,
66,636e575d5fa132cb00661db0,0,individual,8,,
67,636e575d5fa132cb00661db0,0,individual,9,,
68,636e575d5fa132cb00661db0,0,individual,10,,
69,636e575d5fa132cb00661db0,0,individual,11,,
70,636e575d5fa132cb00661db0,0,individual,12,,
71,636e575d5fa132cb00661db0,0,individual,13,,
72,636e575d5fa132cb00661db0,0,individual,14,,
73,636e575d5fa132cb00661db0,0,individual,15,,
74,636e575d5fa132cb00661db0,0,individual,16,,
75,636e575d5fa132cb00661db0,0,individual,17,,
76,636e575d5fa132cb00661db0,0,individual,18,,
77,636e575d5fa132cb00661db0,0,individual,19,,
78,636e575d5fa132cb00661db0,0,individual,20,,
79,636e575d5fa132cb00661db0,0,individual,21,,
80,636e575d5fa132cb00661db0,0,instruction_demonstration,22,,
81,636e575d5fa132cb00661db0,0,demonstration,23,,
82,636e575d5fa132cb00661db0,0,demonstration,24,,
83,636e575d5fa132cb00661db0,0,instruction_written_strategy,25,,
84,636e575d5fa132cb00661db0,0,written_strategy,26,,
85,636e575d5fa132cb00661db0,0,post_survey,27,,
86,636e575d5fa132cb00661db0,0,debriefing,28,,
87,636e575d5fa132cb00661db1,0,consent,0,,
88,636e575d5fa132cb00661db1,0,instruction_welcome,1,,
89,636e575d5fa132cb00661db1,0,practice,2,,
90,636e575d5fa132cb00661db1,0,instruction_individual,3,,
91,636e575d5fa132cb00661db1,0,individual,4,,
92,636e575d5fa132cb00661db1,0,individual,5,,
93,636e575d5fa132cb00661db1,0,individual,6,,
94,636e575d5fa132cb00661db1,0,individual,7,,
95,636e575d5fa132cb00661db1,0,individual,8,,
96,636e575d5fa132cb00661db1,0,individual,9,,
97,636e575d5fa132cb00661db1,0,individual,10,,
98,636e575d5fa132cb00661db1,0,individual,11,,
99,636e575d5fa132cb00661db1,0,individual,12,,
100,636e575d5fa132cb00661db1,0,individual,13,,
101,636e575d5fa132cb00661db1,0,individual,14,,
102,636e575d5fa132cb00661db1,0,individual,15,,
103,636e575d5fa132cb00661db1,0,individual,16,,
104,636e575d5fa132cb00661db1,0,individual,17,,
105,636e575d5fa132cb00661db1,0,individual,18,,
106,636e575d5fa132cb00661db1,0,individual,19,,
107,636e575d5fa132cb00661db1,0,individual,20,,
108,636e575d5fa132cb00661db1,0,individual,21,,
109,636e575d5fa132cb00661db1,0,instruction_demonstration,22,,
110,636e575d5fa132cb00661db1,0,demonstration,23,,
111,636e575d5fa132cb00661db1,0,demonstration,24,,
112,636e575d5fa132cb00661db1,0,instruction_written_strategy,25,,
113,636e575d5fa132cb00661db1,0,written_strategy,26,,
114,636e575d5fa132cb00661db1,0,post_survey,27,,
115,636e575d5fa132cb00661db1,0,debriefing,28,,
116,636e575d5fa132cb00661db2,0,consent,0,,
117,636e575d5fa132cb00661db2,0,instruction_welcome,1,,
118,636e575d5fa132cb00661db2,0,practice,2,,
119,636e575d5fa132cb00661db2,0,instruction_individual,3,,
120,636e575d5fa132cb00661db2,0,individual,4,,
121,636e575d5fa132cb00661db2,0,individual,5,,
122,636e575d5fa132cb00661db2,0,individual,6,,
123,636e575d5fa132cb00661db2,0,individual,7,,
124,636e575d5fa132cb00661db2,0,individual,8,,
125,636e575d5fa132cb00661db2,0,individual,9,,
126,636e575d5fa132cb00661db2,0,individual,10,,
127,636e575d5fa132cb00661db2,0,individual,11,,
128,636e575d5fa132cb00661db2,0,individual,12,,
129,636e575d5fa132cb00661db2,0,individual,13,,
130,636e575d5fa132cb00661db2,0,individual,14,,
131,636e575d5fa132cb00661db2,0,individual,15,,
132,636e575d5fa132cb00661db2,0,individual,16,,
133,636e575d5fa132cb00661db2,0,individual,17,,
134,636e575d5fa132cb00661db2,0,individual,18,,
135,636e575d5fa132cb00661db2,0,individual,19,,
136,636e575d5fa132cb00661db2,0,individual,20,,
137,636e575d5fa132cb00661db2,0,individual,21,,
138,636e575d5fa132cb00661db2,0,instruction_demonstration,22,,
139,636e575d5fa132cb00661db2,0,demonstration,23,,
140,636e575d5fa132cb00661db2,0,demonstration,24,,
141,636e575d5fa132cb00661db2,0,instruction_written_strategy,25,,
142,636e575d5fa132cb00661db2,0,written_strategy,26,,
143,636e575d5fa132cb00661db2,0,post_survey,27,,
144,636e575d5fa132cb00661db2,0,debriefing,28,,
145,636e575d5fa132cb00661db3,0,consent,0,,
146,636e575d5fa132cb00661db3,0,instruction_welcome,1,,
147,636e575d5fa132cb00661db3,0,practice,2,,
148,636e575d5fa132cb00661db3,0,instruction_individual,3,,
149,636e575d5fa132cb00661db3,0,individual,4,,
150,636e575d5fa132cb00661db3,0,individual,5,,
151,636e575d5fa132cb00661db3,0,individual,6,,
152,636e575d5fa132cb00661db3,0,individual,7,,
153,636e575d5fa132cb00661db3,0,individual,8,,
154,636e575d5fa132cb00661db3,0,individual,9,,
155,636e575d5fa132cb00661db3,0,individual,10,,
156,636e575d5fa132cb00661db3,0,individual,11,,
157,636e575d5fa132cb00661db3,0,individual,12,,
158,636e575d5fa132cb00661db3,0,individual,13,,
159,636e575d5fa132cb00661db3,0,individual,14,,
160,636e575d5fa132cb00661db3,0,individual,15,,
161,636e575d5fa132cb00661db3,0,individual,16,,
162,636e575d5fa132cb00661db3,0,individual,17,,
163,636e575d5fa132cb00661db3,0,individual,18,,
164,636e575d5fa132cb00661db3,0,individual,19,,
165,636e575d5fa132cb00661db3,0,individual,20,,
166,636e575d5fa132cb00661db3,0,individual,21,,
167,636e575d5fa132cb00661db3,0,instruction_demonstration,22,,
168,636e575d5fa132cb00661db3,0,demonstration,23,,
169,636e575d5fa132cb00661db3,0,demonstration,24,,
170,636e575d5fa132cb00661db3,0,instruction_written_strategy,25,,
171,636e575d5fa132cb00661db3,0,written_strategy,26,,
172,636e575d5fa132cb00661db3,0,post_survey,27,,
173,636e575d5fa132cb00661db3,0,debriefing,28,,
174,636e575d5fa132cb00661db4,0,consent,0,,
175,636e575d5fa132cb00661db4,0,instruction_welcome,1,,
176,636e575d5fa132cb00661db4,0,practice,2,,
177,636e575d5fa132cb00661db4,0,instruction_individual,3,,
178,636e575d5fa132cb00661db4,0,individual,4,,
179,636e575d5fa132cb00661db4,0,individual,5,,
180,636e575d5fa132cb00661db4,0,individual,6,,
181,636e575d5fa132cb00661db4,0,individual,7,,
182,636e575d5fa132cb00661db4,0,individual,8,,
183,636e575d5fa132cb00661db4,0,individual,9,,
184,636e575d5fa132cb00661db4,0,individual,10,,
185,636e575d5fa132cb00661db4,0,individual,11,,
186,636e575d5fa132cb00661db4,0,individual,12,,
187,636e575d5fa132cb00661db4,0,individual,13,,
188,636e575d5fa132cb00661db4,0,individual,14,,
189,636e575d5fa132cb00661db4,0,individual,15,,
190,636e575d5fa132cb00661db4,0,individual,16,,
191,636e575d5fa132cb00661db4,0,individual,17,,
192,636e575d5fa132cb00661db4,0,individual,18,,
193,636e575d5fa132cb00661db4,0,individual,19,,
194,636e575d5fa132cb00661db4,0,individual,20,,
195,636e575d5fa132cb00661db4,0,individual,21,,
196,636e575d5fa132cb00661db4,0,instruction_demonstration,22,,
197,636e575d5fa132cb00661db4,0,demonstration,23,,
198,636e575d5fa132cb00661db4,0,demonstration,24,,
199,636e575d5fa132cb00661db4,0,instruction_written_strategy,25,,
200,636e575d5fa132cb00661db4,0,written_strategy,26,,
201,636e575d5fa132cb00661db4,0,post_survey,27,,
202,636e575d5fa132cb00661db4,0,debriefing,28,,
203,636e575d5fa132cb00661db5,0,consent,0,,
204,636e575d5fa132cb00661db5,0,instruction_welcome,1,,
205,636e575d5fa132cb00661db5,0,practice,2,,
206,636e575d5fa132cb00661db5,0,instruction_individual,3,,
207,636e575d5fa132cb00661db5,0,individual,4,,
208,636e575d5fa132cb00661db5,0,individual,5,,
209,636e575d5fa132cb00661db5,0,individual,6,,
210,636e575d5fa132cb00661db5,0,individual,7,,
211,636e575d5fa132cb00661db5,0,individual,8,,
212,636e575d5fa132cb00661db5,0,individual,9,,
213,636e575d5fa132cb00661db5,0,individual,10,,
214,636e575d5fa132cb00661db5,0,individual,11,,
215,636e575d5fa132cb00661db5,0,individual,12,,
216,636e575d5fa132cb00661db5,0,individual,13,,
217,636e575d5fa132cb00661db5,0,individual,14,,
218,636e575d5fa132cb00661db5,0,individual,15,,
219,636e575d5fa132cb00661db5,0,individual,16,,
220,636e575d5fa132cb00661db5,0,individual,17,,
221,636e575d5fa132cb00661db5,0,individual,18,,
222,636e575d5fa132cb00661db5,0,individual,19,,
223,636e575d5fa132cb00661db5,0,individual,20,,
224,636e575d5fa132cb00661db5,0,individual,21,,
225,636e575d5fa132cb00661db5,0,instruction_demonstration,22,,
226,636e575d5fa132cb00661db5,0,demonstration,23,,
227,636e575d5fa132cb00661db5,0,demonstration,24,,
228,636e575d5fa132cb00661db5,0,instruction_written_strategy,25,,
229,636e575d5fa132cb00661db5,0,written_strategy,26,,
230,636e575d5fa132cb00661db5,0,post_survey,27,,
231,636e575d5fa132cb00661db5,0,debriefing,28,,
232,636e575d5fa132cb00661db6,0,consent,0,,
233,636e575d5fa132cb00661db6,0,instruction_welcome,1,,
234,636e575d5fa132cb00661db6,0,practice,2,,
235,636e575d5fa132cb00661db6,0,instruction_individual,3,,
236,636e575d5fa132cb00661db6,0,individual,4,,
237,636e575d5fa132cb00661db6,0,individual,5,,
238,636e575d5fa132cb00661db6,0,individual,6,,
239,636e575d5fa132cb00661db6,0,individual,7,,
240,636e575d5fa132cb00661db6,0,individual,8,,
241,636e575d5fa132cb00661db6,0,individual,9,,
242,636e575d5fa132cb00661db6,0,individual,10,,
243,636e575d5fa132cb00661db6,0,individual,11,,
244,636e575d5fa132cb00661db6,0,individual,12,,
245,636e575d5fa132cb00661db6,0,individual,13,,
246,636e575d5fa132cb00661db6,0,individual,14,,
247,636e575d5fa132cb00661db6,0,individual,15,,
248,636e575d5fa132cb00661db6,0,individual,16,,
249,636e575d5fa132cb00661db6,0,individual,17,,
250,636e575d5fa132cb00661db6,0,individual,18,,
251,636e575d5fa132cb00661db6,0,individual,19,,
252,636e575d5fa132cb00661db6,0,individual,20,,
253,636e575d5fa132cb00661db6,0,individual,21,,
254,636e575d5fa132cb00661db6,0,instruction_demonstration,22,,
255,636e575d5fa132cb00661db6,0,demonstration,23,,
256,636e575d5fa132cb00661db6,0,demonstration,24,,
257,636e575d5fa132cb00661db6,0,instruction_written_strategy,25,,
258,636e575d5fa132cb00661db6,0,written_strategy,26,,
259,636e575d5fa132cb00661db6,0,post_survey,27,,
260,636e575d5fa132cb00661db6,0,debriefing,28,,
261,636e575d5fa132cb00661db7,0,consent,0,,
262,636e575d5fa132cb00661db7,0,instruction_welcome,1,,
263,636e575d5fa132cb00661db7,0,practice,2,,
264,636e575d5fa132cb00661db7,0,instruction_individual,3,,
265,636e575d5fa132cb00661db7,0,individual,4,,
266,636e575d5fa132cb00661db7,0,individual,5,,
267,636e575d5fa132cb00661db7,0,individual,6,,
268,636e575d5fa132cb00661db7,0,individual,7,,
269,636e575d5fa132cb00661db7,0,individual,8,,
270,636e575d5fa132cb00661db7,0,individual,9,,
271,636e575d5fa132cb00661db7,0,individual,10,,
272,636e575d5fa132cb00661db7,0,individual,11,,
273,636e575d5fa132cb00661db7,0,individual,12,,
274,636e575d5fa132cb00661db7,0,individual,13,,
275,636e575d5fa132cb00661db7,0,individual,14,,
276,636e575d5fa132cb00661db7,0,individual,15,,
277,636e575d5fa132cb00661db7,0,individual,16,,
278,636e575d5fa132cb00661db7,0,individual,17,,
279,636e575d5fa132cb00661db7,0,individual,18,,
280,636e575d5fa132cb00661db7,0,individual,19,,
281,636e575d5fa132cb00661db7,0,individual,20,,
282,636e575d5fa132cb00661db7,0,individual,21,,
283,636e575d5fa132cb00661db7,0,instruction_demonstration,22,,
284,636e575d5fa132cb00661db7,0,demonstration,23,,
285,636e575d5fa132cb00661db7,0,demonstration,24,,
286,636e575d5fa132cb00661db7,0,instruction_written_strategy,25,,
287,636e575d5fa132cb00661db7,0,written_strategy,26,,
288,636e575d5fa132cb00661db7,0,post_survey,27,,
289,636e575d5fa132cb00661db7,0,debriefing,28,,
