,sessionId,generation,trialType,trialIdx,parentSessionId,parentSession_isAI
0,649d986ad98de2a0b3c501ae,0,individual,0,,
1,649d986ad98de2a0b3c501ae,0,individual,1,,
2,649d986ad98de2a0b3c501ae,0,individual,2,,
3,649d986ad98de2a0b3c501ae,0,individual,3,,
4,649d986ad98de2a0b3c501ae,0,demonstration,4,,
5,649d986ad98de2a0b3c501ae,0,demonstration,5,,
6,649d986ad98de2a0b3c501ae,0,demonstration,6,,
7,649d986ad98de2a0b3c501ae,0,demonstration,7,,
8,649d986ad98de2a0b3c501ae,0,written_strategy,8,,
9,649d986ad98de2a0b3c501af,0,individual,0,,
10,649d986ad98de2a0b3c501af,0,individual,1,,
11,649d986ad98de2a0b3c501af,0,individual,2,,
12,649d986ad98de2a0b3c501af,0,individual,3,,
13,649d986ad98de2a0b3c501af,0,demonstration,4,,
14,649d986ad98de2a0b3c501af,0,demonstration,5,,
15,649d986ad98de2a0b3c501af,0,demonstration,6,,
16,649d986ad98de2a0b3c501af,0,demonstration,7,,
17,649d986ad98de2a0b3c501af,0,written_strategy,8,,
18,649d986ad98de2a0b3c501b0,0,individual,0,,
19,649d986ad98de2a0b3c501b0,0,individual,1,,
20,649d986ad98de2a0b3c501b0,0,individual,2,,
21,649d986ad98de2a0b3c501b0,0,individual,3,,
22,649d986ad98de2a0b3c501b0,0,demonstration,4,,
23,649d986ad98de2a0b3c501b0,0,demonstration,5,,
24,649d986ad98de2a0b3c501b0,0,demonstration,6,,
25,649d986ad98de2a0b3c501b0,0,demonstration,7,,
26,649d986ad98de2a0b3c501b0,0,written_strategy,8,,
27,649d986ad98de2a0b3c501b1,0,individual,0,,
28,649d986ad98de2a0b3c501b1,0,individual,1,,
29,649d986ad98de2a0b3c501b1,0,individual,2,,
30,649d986ad98de2a0b3c501b1,0,individual,3,,
31,649d986ad98de2a0b3c501b1,0,demonstration,4,,
32,649d986ad98de2a0b3c501b1,0,demonstration,5,,
33,649d986ad98de2a0b3c501b1,0,demonstration,6,,
34,649d986ad98de2a0b3c501b1,0,demonstration,7,,
35,649d986ad98de2a0b3c501b1,0,written_strategy,8,,
36,649d986ad98de2a0b3c501b2,0,individual,0,,
37,649d986ad98de2a0b3c501b2,0,individual,1,,
38,649d986ad98de2a0b3c501b2,0,individual,2,,
39,649d986ad98de2a0b3c501b2,0,individual,3,,
40,649d986ad98de2a0b3c501b2,0,demonstration,4,,
41,649d986ad98de2a0b3c501b2,0,demonstration,5,,
42,649d986ad98de2a0b3c501b2,0,demonstration,6,,
43,649d986ad98de2a0b3c501b2,0,demonstration,7,,
44,649d986ad98de2a0b3c501b2,0,written_strategy,8,,
45,649d986ad98de2a0b3c501b3,0,individual,0,,
46,649d986ad98de2a0b3c501b3,0,individual,1,,
47,649d986ad98de2a0b3c501b3,0,individual,2,,
48,649d986ad98de2a0b3c501b3,0,individual,3,,
49,649d986ad98de2a0b3c501b3,0,demonstration,4,,
50,649d986ad98de2a0b3c501b3,0,demonstration,5,,
51,649d986ad98de2a0b3c501b3,0,demonstration,6,,
52,649d986ad98de2a0b3c501b3,0,demonstration,7,,
53,649d986ad98de2a0b3c501b3,0,written_strategy,8,,
54,649d986ad98de2a0b3c501b4,0,individual,0,,
55,649d986ad98de2a0b3c501b4,0,individual,1,,
56,649d986ad98de2a0b3c501b4,0,individual,2,,
57,649d986ad98de2a0b3c501b4,0,individual,3,,
58,649d986ad98de2a0b3c501b4,0,demonstration,4,,
59,649d986ad98de2a0b3c501b4,0,demonstration,5,,
60,649d986ad98de2a0b3c501b4,0,demonstration,6,,
61,649d986ad98de2a0b3c501b4,0,demonstration,7,,
62,649d986ad98de2a0b3c501b4,0,written_strategy,8,,
63,649d986ad98de2a0b3c501b5,0,individual,0,,
64,649d986ad98de2a0b3c501b5,0,individual,1,,
65,649d986ad98de2a0b3c501b5,0,individual,2,,
66,649d986ad98de2a0b3c501b5,0,individual,3,,
67,649d986ad98de2a0b3c501b5,0,demonstration,4,,
68,649d986ad98de2a0b3c501b5,0,demonstration,5,,
69,649d986ad98de2a0b3c501b5,0,demonstration,6,,
70,649d986ad98de2a0b3c501b5,0,demonstration,7,,
71,649d986ad98de2a0b3c501b5,0,written_strategy,8,,
72,649d986ad98de2a0b3c501b6,0,individual,0,,
73,649d986ad98de2a0b3c501b6,0,individual,1,,
74,649d986ad98de2a0b3c501b6,0,individual,2,,
75,649d986ad98de2a0b3c501b6,0,individual,3,,
76,649d986ad98de2a0b3c501b6,0,demonstration,4,,
77,649d986ad98de2a0b3c501b6,0,demonstration,5,,
78,649d986ad98de2a0b3c501b6,0,demonstration,6,,
