,sessionId,isAI,condition,ExperimentName
0,649d986ad98de2a0b3c501ae,True,Myopic_lineage,rn-iii-pilot-5c
1,649d986ad98de2a0b3c501af,True,Myopic_lineage,rn-iii-pilot-5c
2,649d986ad98de2a0b3c501b0,True,Myopic_lineage,rn-iii-pilot-5c
3,649d986ad98de2a0b3c501b1,True,Myopic_lineage,rn-iii-pilot-5c
4,649d986ad98de2a0b3c501b2,True,Myopic_lineage,rn-iii-pilot-5c
5,649d986ad98de2a0b3c501b3,True,Myopic_lineage,rn-iii-pilot-5c
6,649d986ad98de2a0b3c501b4,True,Myopic_lineage,rn-iii-pilot-5c
7,649d986ad98de2a0b3c501b5,True,Myopic_lineage,rn-iii-pilot-5c
8,649d986ad98de2a0b3c501b6,True,Myopic_lineage,rn-iii-pilot-5c
9,649d986ad98de2a0b3c501b7,True,Myopic_lineage,rn-iii-pilot-5c
10,649d986ad98de2a0b3c501b8,False,Myopic_lineage,rn-iii-pilot-5c
11,649d986ad98de2a0b3c501b9,False,Myopic_lineage,rn-iii-pilot-5c
12,649d986ad98de2a0b3c501ba,False,Myopic_lineage,rn-iii-pilot-5c
13,649d986ad98de2a0b3c501bb,False,Myopic_lineage,rn-iii-pilot-5c
14,649d986ad98de2a0b3c501bc,False,Myopic_lineage,rn-iii-pilot-5c
15,649d986ad98de2a0b3c501be,False,Myopic_lineage,rn-iii-pilot-5c
16,649d986ad98de2a0b3c501bf,False,Myopic_lineage,rn-iii-pilot-5c
17,649d986ad98de2a0b3c501c0,False,Myopic_lineage,rn-iii-pilot-5c
18,649d986ad98de2a0b3c501c1,False,Myopic_lineage,rn-iii-pilot-5c
19,649d986ad98de2a0b3c501c2,False,Myopic_lineage,rn-iii-pilot-5c
