,sessionId,trialID,networkId,sourceLevel,targetLevel,reward,step,isMissing,matchesMyopic,matchesAI
0,649d986ad98de2a0b3c501ae,0,8272b501756b9176cc3922096ca21170,0,0,100,1,False,True,False
1,649d986ad98de2a0b3c501ae,0,8272b501756b9176cc3922096ca21170,0,0,0,2,False,True,False
2,649d986ad98de2a0b3c501ae,0,8272b501756b9176cc3922096ca21170,0,0,100,3,False,True,False
3,649d986ad98de2a0b3c501ae,0,8272b501756b9176cc3922096ca21170,0,0,0,4,False,True,False
4,649d986ad98de2a0b3c501ae,0,8272b501756b9176cc3922096ca21170,0,0,100,5,False,True,False
5,649d986ad98de2a0b3c501ae,0,8272b501756b9176cc3922096ca21170,0,0,0,6,False,True,False
6,649d986ad98de2a0b3c501ae,0,8272b501756b9176cc3922096ca21170,0,0,100,7,False,True,False
7,649d986ad98de2a0b3c501ae,0,8272b501756b9176cc3922096ca21170,0,0,0,8,False,True,False
8,649d986ad98de2a0b3c501ae,1,6b785cc6170f7d607ae8e6564de88cdf,0,0,0,1,False,True,False
9,649d986ad98de2a0b3c501ae,1,6b785cc6170f7d607ae8e6564de88cdf,0,0,100,2,False,True,False
10,649d986ad98de2a0b3c501ae,1,6b785cc6170f7d607ae8e6564de88cdf,0,0,0,3,False,True,False
11,649d986ad98de2a0b3c501ae,1,6b785cc6170f7d607ae8e6564de88cdf,0,0,0,4,False,True,False
12,649d986ad98de2a0b3c501ae,1,6b785cc6170f7d607ae8e6564de88cdf,0,0,100,5,False,True,False
13,649d986ad98de2a0b3c501ae,1,6b785cc6170f7d607ae8e6564de88cdf,0,0,0,6,False,True,False
14,649d986ad98de2a0b3c501ae,1,6b785cc6170f7d607ae8e6564de88cdf,0,0,0,7,False,True,False
15,649d986ad98de2a0b3c501ae,1,6b785cc6170f7d607ae8e6564de88cdf,0,0,100,8,False,True,False
16,649d986ad98de2a0b3c501ae,2,4d64b3180ab99a4c4eab3e215315c59f,0,0,100,1,False,True,False
17,649d986ad98de2a0b3c501ae,2,4d64b3180ab99a4c4eab3e215315c59f,0,0,100,2,False,True,False
18,649d986ad98de2a0b3c501ae,2,4d64b3180ab99a4c4eab3e215315c59f,0,0,100,3,False,True,False
19,649d986ad98de2a0b3c501ae,2,4d64b3180ab99a4c4eab3e215315c59f,0,0,100,4,False,True,False
20,649d986ad98de2a0b3c501ae,2,4d64b3180ab99a4c4eab3e215315c59f,0,0,100,5,False,True,False
21,649d986ad98de2a0b3c501ae,2,4d64b3180ab99a4c4eab3e215315c59f,0,0,100,6,False,True,False
22,649d986ad98de2a0b3c501ae,2,4d64b3180ab99a4c4eab3e215315c59f,0,0,100,7,False,True,False
23,649d986ad98de2a0b3c501ae,2,4d64b3180ab99a4c4eab3e215315c59f,0,0,100,8,False,True,False
24,649d986ad98de2a0b3c501ae,3,bb85ae3b73e7c87ee0af855576111d83,0,0,100,1,False,True,False
25,649d986ad98de2a0b3c501ae,3,bb85ae3b73e7c87ee0af855576111d83,0,0,100,2,False,True,False
26,649d986ad98de2a0b3c501ae,3,bb85ae3b73e7c87ee0af855576111d83,0,0,0,3,False,True,False
27,649d986ad98de2a0b3c501ae,3,bb85ae3b73e7c87ee0af855576111d83,0,0,100,4,False,True,False
28,649d986ad98de2a0b3c501ae,3,bb85ae3b73e7c87ee0af855576111d83,0,0,100,5,False,True,False
29,649d986ad98de2a0b3c501ae,3,bb85ae3b73e7c87ee0af855576111d83,0,0,0,6,False,True,False
30,649d986ad98de2a0b3c501ae,3,bb85ae3b73e7c87ee0af855576111d83,0,0,100,7,False,True,False
31,649d986ad98de2a0b3c501ae,3,bb85ae3b73e7c87ee0af855576111d83,0,0,100,8,False,True,False
32,649d986ad98de2a0b3c501ae,4,350ece71aabcdf341cf2c4ea5a2e60c8,0,0,100,1,False,True,False
33,649d986ad98de2a0b3c501ae,4,350ece71aabcdf341cf2c4ea5a2e60c8,0,0,0,2,False,True,False
34,649d986ad98de2a0b3c501ae,4,350ece71aabcdf341cf2c4ea5a2e60c8,0,0,0,3,False,True,False
35,649d986ad98de2a0b3c501ae,4,350ece71aabcdf341cf2c4ea5a2e60c8,0,0,0,4,False,True,False
36,649d986ad98de2a0b3c501ae,4,350ece71aabcdf341cf2c4ea5a2e60c8,0,0,0,5,False,True,False
37,649d986ad98de2a0b3c501ae,4,350ece71aabcdf341cf2c4ea5a2e60c8,0,0,100,6,False,True,False
38,649d986ad98de2a0b3c501ae,4,350ece71aabcdf341cf2c4ea5a2e60c8,0,0,0,7,False,True,False
39,649d986ad98de2a0b3c501ae,4,350ece71aabcdf341cf2c4ea5a2e60c8,0,0,0,8,False,True,False
40,649d986ad98de2a0b3c501ae,5,294420856c07b7414bed77b8c921b984,0,0,100,1,False,True,False
41,649d986ad98de2a0b3c501ae,5,294420856c07b7414bed77b8c921b984,0,0,0,2,False,True,False
42,649d986ad98de2a0b3c501ae,5,294420856c07b7414bed77b8c921b984,0,0,100,3,False,True,False
43,649d986ad98de2a0b3c501ae,5,294420856c07b7414bed77b8c921b984,0,0,0,4,False,True,False
44,649d986ad98de2a0b3c501ae,5,294420856c07b7414bed77b8c921b984,0,0,100,5,False,True,False
45,649d986ad98de2a0b3c501ae,5,294420856c07b7414bed77b8c921b984,0,0,0,6,False,True,False
46,649d986ad98de2a0b3c501ae,5,294420856c07b7414bed77b8c921b984,0,0,100,7,False,True,False
47,649d986ad98de2a0b3c501ae,5,294420856c07b7414bed77b8c921b984,0,0,0,8,False,True,False
48,649d986ad98de2a0b3c501ae,6,252cee4ee8915427272c57d552267153,0,0,100,1,False,True,False
49,649d986ad98de2a0b3c501ae,6,252cee4ee8915427272c57d552267153,0,0,0,2,False,True,False
50,649d986ad98de2a0b3c501ae,6,252cee4ee8915427272c57d552267153,0,0,100,3,False,True,False
51,649d986ad98de2a0b3c501ae,6,252cee4ee8915427272c57d552267153,0,0,0,4,False,True,False
52,649d986ad98de2a0b3c501ae,6,252cee4ee8915427272c57d552267153,0,0,100,5,False,True,False
53,649d986ad98de2a0b3c501ae,6,252cee4ee8915427272c57d552267153,0,0,0,6,False,True,False
54,649d986ad98de2a0b3c501ae,6,252cee4ee8915427272c57d552267153,0,0,100,7,False,True,False
55,649d986ad98de2a0b3c501ae,6,252cee4ee8915427272c57d552267153,0,0,0,8,False,True,False
56,649d986ad98de2a0b3c501ae,7,dea1d0507c37600318cfce7a8094b6d8,0,0,100,1,False,True,False
57,649d986ad98de2a0b3c501ae,7,dea1d0507c37600318cfce7a8094b6d8,0,0,0,2,False,True,False
58,649d986ad98de2a0b3c501ae,7,dea1d0507c37600318cfce7a8094b6d8,0,0,100,3,False,True,False
59,649d986ad98de2a0b3c501ae,7,dea1d0507c37600318cfce7a8094b6d8,0,0,100,4,False,True,False
60,649d986ad98de2a0b3c501ae,7,dea1d0507c37600318cfce7a8094b6d8,0,0,0,5,False,True,False
61,649d986ad98de2a0b3c501ae,7,dea1d0507c37600318cfce7a8094b6d8,0,0,100,6,False,True,False
62,649d986ad98de2a0b3c501ae,7,dea1d0507c37600318cfce7a8094b6d8,0,0,100,7,False,True,False
63,649d986ad98de2a0b3c501ae,7,dea1d0507c37600318cfce7a8094b6d8,0,0,0,8,False,True,False
64,649d986ad98de2a0b3c501af,0,bb3920e78e75c99ad5d9c41148fa467a,0,0,100,1,False,True,False
65,649d986ad98de2a0b3c501af,0,bb3920e78e75c99ad5d9c41148fa467a,0,0,100,2,False,True,False
