,sessionId,generation,trialType,trialIdx,parentSessionId,parentSession_isAI
0,642bdb6f5b5b9c825f6d8abf,0,individual,0,,
1,642bdb6f5b5b9c825f6d8abf,0,individual,1,,
2,642bdb6f5b5b9c825f6d8abf,0,individual,2,,
3,642bdb6f5b5b9c825f6d8abf,0,individual,3,,
4,642bdb6f5b5b9c825f6d8abf,0,demonstration,4,,
5,642bdb6f5b5b9c825f6d8abf,0,demonstration,5,,
6,642bdb6f5b5b9c825f6d8abf,0,written_strategy,6,,
7,642bdb6f5b5b9c825f6d8ac0,0,individual,0,,
8,642bdb6f5b5b9c825f6d8ac0,0,individual,1,,
9,642bdb6f5b5b9c825f6d8ac0,0,individual,2,,
10,642bdb6f5b5b9c825f6d8ac0,0,individual,3,,
11,642bdb6f5b5b9c825f6d8ac0,0,demonstration,4,,
12,642bdb6f5b5b9c825f6d8ac0,0,demonstration,5,,
13,642bdb6f5b5b9c825f6d8ac0,0,written_strategy,6,,
14,642bdb6f5b5b9c825f6d8ac1,0,individual,0,,
15,642bdb6f5b5b9c825f6d8ac1,0,individual,1,,
16,642bdb6f5b5b9c825f6d8ac1,0,individual,2,,
17,642bdb6f5b5b9c825f6d8ac1,0,individual,3,,
18,642bdb6f5b5b9c825f6d8ac1,0,demonstration,4,,
19,642bdb6f5b5b9c825f6d8ac1,0,demonstration,5,,
20,642bdb6f5b5b9c825f6d8ac1,0,written_strategy,6,,
21,642bdb6f5b5b9c825f6d8ac2,0,individual,0,,
22,642bdb6f5b5b9c825f6d8ac2,0,individual,1,,
23,642bdb6f5b5b9c825f6d8ac2,0,individual,2,,
24,642bdb6f5b5b9c825f6d8ac2,0,individual,3,,
25,642bdb6f5b5b9c825f6d8ac2,0,demonstration,4,,
26,642bdb6f5b5b9c825f6d8ac2,0,demonstration,5,,
27,642bdb6f5b5b9c825f6d8ac2,0,written_strategy,6,,
28,642bdb6f5b5b9c825f6d8ac3,0,individual,0,,
29,642bdb6f5b5b9c825f6d8ac3,0,individual,1,,
30,642bdb6f5b5b9c825f6d8ac3,0,individual,2,,
31,642bdb6f5b5b9c825f6d8ac3,0,individual,3,,
32,642bdb6f5b5b9c825f6d8ac3,0,demonstration,4,,
33,642bdb6f5b5b9c825f6d8ac3,0,demonstration,5,,
34,642bdb6f5b5b9c825f6d8ac3,0,written_strategy,6,,
35,642bdb6f5b5b9c825f6d8ac4,0,individual,0,,
36,642bdb6f5b5b9c825f6d8ac4,0,individual,1,,
37,642bdb6f5b5b9c825f6d8ac4,0,individual,2,,
38,642bdb6f5b5b9c825f6d8ac4,0,individual,3,,
39,642bdb6f5b5b9c825f6d8ac4,0,demonstration,4,,
40,642bdb6f5b5b9c825f6d8ac4,0,demonstration,5,,
41,642bdb6f5b5b9c825f6d8ac4,0,written_strategy,6,,
42,642bdb6f5b5b9c825f6d8ac5,0,individual,0,,
43,642bdb6f5b5b9c825f6d8ac5,0,individual,1,,
44,642bdb6f5b5b9c825f6d8ac5,0,individual,2,,
45,642bdb6f5b5b9c825f6d8ac5,0,individual,3,,
46,642bdb6f5b5b9c825f6d8ac5,0,demonstration,4,,
47,642bdb6f5b5b9c825f6d8ac5,0,demonstration,5,,
48,642bdb6f5b5b9c825f6d8ac5,0,written_strategy,6,,
49,642bdb6f5b5b9c825f6d8ac6,0,individual,0,,
50,642bdb6f5b5b9c825f6d8ac6,0,individual,1,,
51,642bdb6f5b5b9c825f6d8ac6,0,individual,2,,
52,642bdb6f5b5b9c825f6d8ac6,0,individual,3,,
53,642bdb6f5b5b9c825f6d8ac6,0,demonstration,4,,
54,642bdb6f5b5b9c825f6d8ac6,0,demonstration,5,,
55,642bdb6f5b5b9c825f6d8ac6,0,written_strategy,6,,
56,642bdb6f5b5b9c825f6d8ac7,0,individual,0,,
57,642bdb6f5b5b9c825f6d8ac7,0,individual,1,,
58,642bdb6f5b5b9c825f6d8ac7,0,individual,2,,
59,642bdb6f5b5b9c825f6d8ac7,0,individual,3,,
60,642bdb6f5b5b9c825f6d8ac7,0,demonstration,4,,
61,642bdb6f5b5b9c825f6d8ac7,0,demonstration,5,,
62,642bdb6f5b5b9c825f6d8ac7,0,written_strategy,6,,
63,642bdb6f5b5b9c825f6d8ac8,0,individual,0,,
64,642bdb6f5b5b9c825f6d8ac8,0,individual,1,,
65,642bdb6f5b5b9c825f6d8ac8,0,individual,2,,
66,642bdb6f5b5b9c825f6d8ac8,0,individual,3,,
67,642bdb6f5b5b9c825f6d8ac8,0,demonstration,4,,
68,642bdb6f5b5b9c825f6d8ac8,0,demonstration,5,,
69,642bdb6f5b5b9c825f6d8ac8,0,written_strategy,6,,
70,642bdb6f5b5b9c825f6d8ac9,1,consent,0,,
