,sessionId,trialID,networkId,sourceLevel,targetLevel,reward,step,isMissing,matchesMyopic,matchesAI
0,642bdb6f5b5b9c825f6d8abf,0,9d7903f67b2fe171f5843d7ad3c9fce6,0,1,-50,1,False,False,True
1,642bdb6f5b5b9c825f6d8abf,0,9d7903f67b2fe171f5843d7ad3c9fce6,1,2,-50,2,False,False,True
2,642bdb6f5b5b9c825f6d8abf,0,9d7903f67b2fe171f5843d7ad3c9fce6,2,3,-50,3,False,False,True
3,642bdb6f5b5b9c825f6d8abf,0,9d7903f67b2fe171f5843d7ad3c9fce6,3,4,200,4,False,False,True
4,642bdb6f5b5b9c825f6d8abf,0,9d7903f67b2fe171f5843d7ad3c9fce6,4,4,400,5,False,False,True
5,642bdb6f5b5b9c825f6d8abf,0,9d7903f67b2fe171f5843d7ad3c9fce6,4,3,400,6,False,False,True
6,642bdb6f5b5b9c825f6d8abf,0,9d7903f67b2fe171f5843d7ad3c9fce6,3,4,200,7,False,False,True
7,642bdb6f5b5b9c825f6d8abf,0,9d7903f67b2fe171f5843d7ad3c9fce6,4,4,400,8,False,False,True
8,642bdb6f5b5b9c825f6d8abf,1,374bc516bdd45055f2bc9c37ed210113,0,1,-50,1,False,False,True
9,642bdb6f5b5b9c825f6d8abf,1,374bc516bdd45055f2bc9c37ed210113,1,2,-50,2,False,False,True
10,642bdb6f5b5b9c825f6d8abf,1,374bc516bdd45055f2bc9c37ed210113,2,3,-50,3,False,False,True
11,642bdb6f5b5b9c825f6d8abf,1,374bc516bdd45055f2bc9c37ed210113,3,4,200,4,False,False,True
12,642bdb6f5b5b9c825f6d8abf,1,374bc516bdd45055f2bc9c37ed210113,4,3,400,5,False,False,True
13,642bdb6f5b5b9c825f6d8abf,1,374bc516bdd45055f2bc9c37ed210113,3,4,200,6,False,False,True
14,642bdb6f5b5b9c825f6d8abf,1,374bc516bdd45055f2bc9c37ed210113,4,3,400,7,False,False,True
15,642bdb6f5b5b9c825f6d8abf,1,374bc516bdd45055f2bc9c37ed210113,3,4,200,8,False,False,True
16,642bdb6f5b5b9c825f6d8abf,2,1299563582f09584a113bc83104b5bfd,0,0,100,1,False,True,True
17,642bdb6f5b5b9c825f6d8abf,2,1299563582f09584a113bc83104b5bfd,0,1,-50,2,False,False,True
18,642bdb6f5b5b9c825f6d8abf,2,1299563582f09584a113bc83104b5bfd,1,2,-50,3,False,False,True
19,642bdb6f5b5b9c825f6d8abf,2,1299563582f09584a113bc83104b5bfd,2,3,-50,4,False,False,True
20,642bdb6f5b5b9c825f6d8abf,2,1299563582f09584a113bc83104b5bfd,3,4,200,5,False,False,True
21,642bdb6f5b5b9c825f6d8abf,2,1299563582f09584a113bc83104b5bfd,4,3,200,6,False,False,True
22,642bdb6f5b5b9c825f6d8abf,2,1299563582f09584a113bc83104b5bfd,3,4,200,7,False,False,True
23,642bdb6f5b5b9c825f6d8abf,2,1299563582f09584a113bc83104b5bfd,4,4,200,8,False,False,True
24,642bdb6f5b5b9c825f6d8abf,3,18ae60d3fa2b0e0e486d9c732124077c,0,1,-50,1,False,False,True
25,642bdb6f5b5b9c825f6d8abf,3,18ae60d3fa2b0e0e486d9c732124077c,1,2,-50,2,False,False,True
26,642bdb6f5b5b9c825f6d8abf,3,18ae60d3fa2b0e0e486d9c732124077c,2,3,-50,3,False,False,True
27,642bdb6f5b5b9c825f6d8abf,3,18ae60d3fa2b0e0e486d9c732124077c,3,4,200,4,False,False,True
28,642bdb6f5b5b9c825f6d8abf,3,18ae60d3fa2b0e0e486d9c732124077c,4,4,200,5,False,False,True
29,642bdb6f5b5b9c825f6d8abf,3,18ae60d3fa2b0e0e486d9c732124077c,4,4,200,6,False,False,True
30,642bdb6f5b5b9c825f6d8abf,3,18ae60d3fa2b0e0e486d9c732124077c,4,4,200,7,False,False,True
31,642bdb6f5b5b9c825f6d8abf,3,18ae60d3fa2b0e0e486d9c732124077c,4,4,200,8,False,False,True
32,642bdb6f5b5b9c825f6d8abf,4,5cb65dc7783fdcd893e39ac3e9a0eaad,0,1,-50,1,False,False,True
33,642bdb6f5b5b9c825f6d8abf,4,5cb65dc7783fdcd893e39ac3e9a0eaad,1,2,-50,2,False,False,True
34,642bdb6f5b5b9c825f6d8abf,4,5cb65dc7783fdcd893e39ac3e9a0eaad,2,3,-50,3,False,False,True
35,642bdb6f5b5b9c825f6d8abf,4,5cb65dc7783fdcd893e39ac3e9a0eaad,3,4,200,4,False,False,True
36,642bdb6f5b5b9c825f6d8abf,4,5cb65dc7783fdcd893e39ac3e9a0eaad,4,3,400,5,False,False,True
