,sessionId,isAI,condition,ExperimentName
0,649d8d61d98de2a0b3c50195,False,Human_lineage,rn-iii-pilot-5a-fixed
1,649d8d61d98de2a0b3c50196,False,Human_lineage,rn-iii-pilot-5a-fixed
2,649d8d61d98de2a0b3c50197,False,Human_lineage,rn-iii-pilot-5a-fixed
3,649d8d61d98de2a0b3c50198,False,Human_lineage,rn-iii-pilot-5a-fixed
4,649d8d61d98de2a0b3c50199,False,Human_lineage,rn-iii-pilot-5a-fixed
5,649d8d61d98de2a0b3c5019a,False,Human_lineage,rn-iii-pilot-5a-fixed
6,649d8d61d98de2a0b3c5019b,False,Human_lineage,rn-iii-pilot-5a-fixed
7,649d8d61d98de2a0b3c5019c,False,Human_lineage,rn-iii-pilot-5a-fixed
8,649d8d61d98de2a0b3c5019d,False,Human_lineage,rn-iii-pilot-5a-fixed
9,649d8d61d98de2a0b3c5019f,False,Human_lineage,rn-iii-pilot-5a-fixed
