session_id,trial_id,written_strategy_idx,text
65b9a05fdb52c954b90e001e,5,0,
65b9a05fdb52c954b90e001f,5,0,
65b9a05fdb52c954b90e0020,5,0,
65b9a05fdb52c954b90e0021,5,0,
65b9a05fdb52c954b90e0022,5,0,
65b9a05fdb52c954b90e0023,5,0,
65b9a05fdb52c954b90e0024,5,0,
65b9a05fdb52c954b90e0025,5,0,
65b9a05fdb52c954b90e0026,15,1,
65b9a060db52c954b90e0027,15,1,
65b9a060db52c954b90e0028,15,1,
65b9a060db52c954b90e0029,15,1,
65b9a060db52c954b90e002a,15,1,
65b9a060db52c954b90e002b,15,1,
65b9a060db52c954b90e002c,15,1,
65b9a060db52c954b90e002d,15,1,
65b9a060db52c954b90e002e,15,1,
65b9a060db52c954b90e002f,15,1,
65b9a060db52c954b90e0030,15,1,
65b9a060db52c954b90e0031,15,1,
65b9a060db52c954b90e0032,15,1,
65b9a060db52c954b90e0033,15,1,
65b9a060db52c954b90e0034,15,1,
65b9a060db52c954b90e0035,15,1,
65b9a065db52c954b90e0036,15,1,
65b9a065db52c954b90e0037,15,1,
65b9a065db52c954b90e0038,15,1,
65b9a065db52c954b90e0039,15,1,
65b9a065db52c954b90e003a,15,1,
65b9a065db52c954b90e003b,15,1,
65b9a065db52c954b90e003c,15,1,
65b9a065db52c954b90e003d,15,1,
65b9a065db52c954b90e003e,15,1,
65b9a065db52c954b90e003f,15,1,
65b9a065db52c954b90e0040,15,1,
65b9a065db52c954b90e0041,15,1,
65b9a065db52c954b90e0042,15,1,
65b9a065db52c954b90e0043,15,1,
65b9a065db52c954b90e0044,15,1,
65b9a065db52c954b90e0045,15,1,
65b9a068db52c954b90e0046,15,1,
65b9a068db52c954b90e0047,15,1,
65b9a068db52c954b90e0048,15,1,
65b9a068db52c954b90e0049,15,1,
65b9a068db52c954b90e004a,15,1,
65b9a068db52c954b90e004b,15,1,
65b9a068db52c954b90e004c,15,1,
65b9a068db52c954b90e004d,15,1,
65b9a068db52c954b90e004e,15,1,
65b9a068db52c954b90e004f,15,1,
65b9a068db52c954b90e0050,15,1,
65b9a068db52c954b90e0051,15,1,
65b9a068db52c954b90e0052,15,1,
65b9a068db52c954b90e0053,15,1,
65b9a068db52c954b90e0054,15,1,
65b9a068db52c954b90e0055,15,1,
65b9a06bdb52c954b90e0056,15,1,
65b9a06bdb52c954b90e0057,15,1,
65b9a06bdb52c954b90e0058,15,1,
65b9a06bdb52c954b90e0059,15,1,
65b9a06bdb52c954b90e005a,15,1,
65b9a06bdb52c954b90e005b,15,1,
65b9a06bdb52c954b90e005c,15,1,
65b9a06bdb52c954b90e005d,15,1,
65b9a06cdb52c954b90e005e,15,1,
65b9a06cdb52c954b90e005f,15,1,
65b9a06cdb52c954b90e0060,15,1,
65b9a06cdb52c954b90e0061,15,1,
65b9a06cdb52c954b90e0062,15,1,
65b9a06cdb52c954b90e0063,15,1,
65b9a06cdb52c954b90e0064,15,1,
65b9a06cdb52c954b90e0065,15,1,
65b9a06fdb52c954b90e0069,5,0,
65b9a06fdb52c954b90e006a,5,0,
65b9a06fdb52c954b90e006b,5,0,
65b9a06fdb52c954b90e006c,5,0,
65b9a06fdb52c954b90e006d,5,0,
65b9a06fdb52c954b90e006e,5,0,
65b9a06fdb52c954b90e006f,5,0,
65b9a06fdb52c954b90e0070,5,0,
65b9a06fdb52c954b90e0071,15,1,
65b9a06fdb52c954b90e0072,15,1,
65b9a06fdb52c954b90e0073,15,1,
65b9a06fdb52c954b90e0074,15,1,
65b9a06fdb52c954b90e0075,15,1,
65b9a06fdb52c954b90e0076,15,1,
65b9a06fdb52c954b90e0077,15,1,
65b9a06fdb52c954b90e0078,15,1,
65b9a06fdb52c954b90e0079,15,1,
65b9a06fdb52c954b90e007a,15,1,
65b9a06fdb52c954b90e007b,15,1,
65b9a070db52c954b90e007c,15,1,
65b9a070db52c954b90e007d,15,1,
65b9a070db52c954b90e007e,15,1,
65b9a070db52c954b90e007f,15,1,
65b9a070db52c954b90e0080,15,1,
65b9a074db52c954b90e0081,15,1,
65b9a074db52c954b90e0082,15,1,
65b9a074db52c954b90e0083,15,1,
65b9a074db52c954b90e0084,15,1,
65b9a075db52c954b90e0085,15,1,
65b9a075db52c954b90e0086,15,1,
65b9a075db52c954b90e0087,15,1,
65b9a075db52c954b90e0088,15,1,
65b9a075db52c954b90e0089,15,1,
65b9a075db52c954b90e008a,15,1,
65b9a075db52c954b90e008b,15,1,
65b9a075db52c954b90e008c,15,1,
65b9a075db52c954b90e008d,15,1,
65b9a075db52c954b90e008e,15,1,
65b9a075db52c954b90e008f,15,1,
65b9a075db52c954b90e0090,15,1,
65b9a078db52c954b90e0091,15,1,
65b9a078db52c954b90e0092,15,1,
65b9a078db52c954b90e0093,15,1,
65b9a078db52c954b90e0094,15,1,
65b9a078db52c954b90e0095,15,1,
65b9a078db52c954b90e0096,15,1,
65b9a078db52c954b90e0097,15,1,
65b9a078db52c954b90e0098,15,1,
65b9a078db52c954b90e0099,15,1,
65b9a078db52c954b90e009a,15,1,
65b9a078db52c954b90e009b,15,1,
65b9a078db52c954b90e009c,15,1,
65b9a078db52c954b90e009d,15,1,
65b9a078db52c954b90e009e,15,1,
65b9a078db52c954b90e009f,15,1,
65b9a078db52c954b90e00a0,15,1,
65b9a07bdb52c954b90e00a1,15,1,
65b9a07bdb52c954b90e00a2,15,1,
65b9a07bdb52c954b90e00a3,15,1,
65b9a07bdb52c954b90e00a4,15,1,
65b9a07bdb52c954b90e00a5,15,1,
65b9a07bdb52c954b90e00a6,15,1,
65b9a07bdb52c954b90e00a7,15,1,
65b9a07bdb52c954b90e00a8,15,1,
65b9a07bdb52c954b90e00a9,15,1,
65b9a07bdb52c954b90e00aa,15,1,
65b9a07bdb52c954b90e00ab,15,1,
65b9a07bdb52c954b90e00ac,15,1,
65b9a07cdb52c954b90e00ad,15,1,
65b9a07cdb52c954b90e00ae,15,1,
65b9a07cdb52c954b90e00af,15,1,
65b9a07cdb52c954b90e00b0,15,1,
65b9a07fdb52c954b90e00b4,5,0,
65b9a07fdb52c954b90e00b5,5,0,
65b9a07fdb52c954b90e00b6,5,0,
65b9a07fdb52c954b90e00b7,5,0,
65b9a07fdb52c954b90e00b8,5,0,
65b9a07fdb52c954b90e00b9,5,0,
65b9a07fdb52c954b90e00ba,5,0,
65b9a07fdb52c954b90e00bb,5,0,
65b9a07fdb52c954b90e00bc,15,1,
65b9a07fdb52c954b90e00bd,15,1,
65b9a07fdb52c954b90e00be,15,1,
65b9a07fdb52c954b90e00bf,15,1,
65b9a07fdb52c954b90e00c0,15,1,
65b9a07fdb52c954b90e00c1,15,1,
65b9a07fdb52c954b90e00c2,15,1,
65b9a07fdb52c954b90e00c3,15,1,
65b9a07fdb52c954b90e00c4,15,1,
65b9a080db52c954b90e00c5,15,1,
65b9a080db52c954b90e00c6,15,1,
65b9a080db52c954b90e00c7,15,1,
65b9a080db52c954b90e00c8,15,1,
65b9a080db52c954b90e00c9,15,1,
65b9a080db52c954b90e00ca,15,1,
65b9a080db52c954b90e00cb,15,1,
65b9a084db52c954b90e00cc,15,1,
65b9a084db52c954b90e00cd,15,1,
65b9a084db52c954b90e00ce,15,1,
65b9a084db52c954b90e00cf,15,1,
65b9a084db52c954b90e00d0,15,1,
65b9a084db52c954b90e00d1,15,1,
65b9a084db52c954b90e00d2,15,1,
65b9a084db52c954b90e00d3,15,1,
65b9a084db52c954b90e00d4,15,1,
65b9a084db52c954b90e00d5,15,1,
65b9a084db52c954b90e00d6,15,1,
65b9a084db52c954b90e00d7,15,1,
65b9a084db52c954b90e00d8,15,1,
65b9a084db52c954b90e00d9,15,1,
65b9a085db52c954b90e00da,15,1,
65b9a085db52c954b90e00db,15,1,
65b9a087db52c954b90e00dc,15,1,
65b9a087db52c954b90e00dd,15,1,
65b9a087db52c954b90e00de,15,1,
65b9a087db52c954b90e00df,15,1,
65b9a088db52c954b90e00e0,15,1,
65b9a088db52c954b90e00e1,15,1,
65b9a088db52c954b90e00e2,15,1,
65b9a088db52c954b90e00e3,15,1,
65b9a088db52c954b90e00e4,15,1,
65b9a088db52c954b90e00e5,15,1,
65b9a088db52c954b90e00e6,15,1,
65b9a088db52c954b90e00e7,15,1,
65b9a088db52c954b90e00e8,15,1,
65b9a088db52c954b90e00e9,15,1,
65b9a088db52c954b90e00ea,15,1,
65b9a088db52c954b90e00eb,15,1,
65b9a08bdb52c954b90e00ec,15,1,
65b9a08bdb52c954b90e00ed,15,1,
65b9a08bdb52c954b90e00ee,15,1,
65b9a08bdb52c954b90e00ef,15,1,
65b9a08bdb52c954b90e00f0,15,1,
65b9a08bdb52c954b90e00f1,15,1,
65b9a08bdb52c954b90e00f2,15,1,
65b9a08bdb52c954b90e00f3,15,1,
65b9a08bdb52c954b90e00f4,15,1,
65b9a08bdb52c954b90e00f5,15,1,
65b9a08bdb52c954b90e00f6,15,1,
65b9a08bdb52c954b90e00f7,15,1,
65b9a08bdb52c954b90e00f8,15,1,
65b9a08bdb52c954b90e00f9,15,1,
65b9a08bdb52c954b90e00fa,15,1,
65b9a08bdb52c954b90e00fb,15,1,
65b9a08edb52c954b90e00ff,5,0,
65b9a08edb52c954b90e0100,5,0,
65b9a08edb52c954b90e0101,5,0,
65b9a08edb52c954b90e0102,5,0,
65b9a08edb52c954b90e0103,5,0,
65b9a08edb52c954b90e0104,5,0,
65b9a08fdb52c954b90e0105,5,0,
65b9a08fdb52c954b90e0106,5,0,
65b9a08fdb52c954b90e0107,15,1,
65b9a08fdb52c954b90e0108,15,1,
65b9a08fdb52c954b90e0109,15,1,
65b9a08fdb52c954b90e010a,15,1,
65b9a08fdb52c954b90e010b,15,1,
65b9a08fdb52c954b90e010c,15,1,
65b9a08fdb52c954b90e010d,15,1,
65b9a08fdb52c954b90e010e,15,1,
65b9a08fdb52c954b90e010f,15,1,
65b9a08fdb52c954b90e0110,15,1,
65b9a08fdb52c954b90e0111,15,1,
65b9a08fdb52c954b90e0112,15,1,
65b9a08fdb52c954b90e0113,15,1,
65b9a08fdb52c954b90e0114,15,1,
65b9a08fdb52c954b90e0115,15,1,
65b9a08fdb52c954b90e0116,15,1,
65b9a093db52c954b90e0117,15,1,
65b9a094db52c954b90e0118,15,1,
65b9a094db52c954b90e0119,15,1,
65b9a094db52c954b90e011a,15,1,
65b9a094db52c954b90e011b,15,1,
65b9a094db52c954b90e011c,15,1,
65b9a094db52c954b90e011d,15,1,
65b9a094db52c954b90e011e,15,1,
65b9a094db52c954b90e011f,15,1,
65b9a094db52c954b90e0120,15,1,
65b9a094db52c954b90e0121,15,1,
65b9a094db52c954b90e0122,15,1,
65b9a094db52c954b90e0123,15,1,
65b9a094db52c954b90e0124,15,1,
65b9a094db52c954b90e0125,15,1,
65b9a094db52c954b90e0126,15,1,
65b9a097db52c954b90e0127,15,1,
65b9a097db52c954b90e0128,15,1,
65b9a097db52c954b90e0129,15,1,
65b9a097db52c954b90e012a,15,1,
65b9a097db52c954b90e012b,15,1,
65b9a097db52c954b90e012c,15,1,
65b9a097db52c954b90e012d,15,1,
65b9a097db52c954b90e012e,15,1,
65b9a097db52c954b90e012f,15,1,
