,episode,avg_reward_all_envs,exploration_rate,q_mean_step_1,q_max_step_1,q_mean_step_2,q_max_step_2,q_mean_step_3,q_max_step_3,q_mean_step_4,q_max_step_4,q_mean_step_5,q_max_step_5,q_mean_step_6,q_max_step_6,q_mean_step_7,q_max_step_7,q_mean_step_8,q_max_step_8,q_mean_step_9,q_max_step_9,q_mean_step_10,q_max_step_10,test_avg_reward_all_envs,test_avg_level_all_envs,batch_loss
0,1,789.5,1.0,-0.010880501009523869,0.08815473318099976,-0.00875699520111084,0.10882358253002167,0.00022239351528696716,0.11445358395576477,-0.008654516190290451,0.12110665440559387,-0.001167350448668003,0.1336381882429123,-0.008748557418584824,0.12355014681816101,-0.006711934693157673,0.1394456923007965,0.001252109999768436,0.13881203532218933,-0.012028581462800503,0.11707907915115356,0.0012944717891514301,0.12693941593170166,,,
1,2,699.5,1.0,-0.011737914755940437,0.08986249566078186,-0.006287380587309599,0.10560648143291473,-0.005792540498077869,0.12116442620754242,-0.014532058499753475,0.12338581681251526,-0.007488816510885954,0.12294165790081024,-0.013336943462491035,0.14045506715774536,-0.0026453149039298296,0.13228188455104828,-0.008204808458685875,0.12777431309223175,-0.011301856487989426,0.13174782693386078,-0.01327150035649538,0.13103190064430237,,,
2,3,768.5,1.0,-0.007333584129810333,0.09214839339256287,-0.015100331977009773,0.11863896250724792,-0.004010961856693029,0.11976294219493866,-0.005870389752089977,0.1339735984802246,-0.00850212574005127,0.138919860124588,-0.003987968433648348,0.14121758937835693,-0.005230036564171314,0.12997566163539886,-0.01006224099546671,0.13911280035972595,-0.00648295134305954,0.13639794290065765,-0.0019849094096571207,0.15028773248195648,,,
3,4,864.0,1.0,-0.005888375453650951,0.09638509154319763,-0.005082178395241499,0.11167097091674805,-0.008780082687735558,0.11950908601284027,-0.006480500567704439,0.13001210987567902,0.0006826295284554362,0.1421966403722763,-0.002533001359552145,0.1442130208015442,-0.0003230012080166489,0.13864882290363312,-0.011460346169769764,0.11923635005950928,-0.005414428189396858,0.1372707188129425,-0.00045187081559561193,0.12021493911743164,,,
4,5,756.0,1.0,-0.008409210480749607,0.10914750397205353,-0.008608512580394745,0.10252441465854645,-0.010105438530445099,0.1285310834646225,-0.005273414310067892,0.1264730989933014,-0.0069288951344788074,0.12862703204154968,-0.00328593491576612,0.12734313309192657,-0.007113229483366013,0.1162346601486206,-0.008281068876385689,0.13286428153514862,0.00017963304708246142,0.12870921194553375,-0.0016237522941082716,0.1275811791419983,,,
5,6,742.0,1.0,-0.00657142186537385,0.10066673159599304,-0.006433356087654829,0.11241133511066437,-0.005922006443142891,0.133108451962471,-0.008388062939047813,0.12483255565166473,-0.011783134192228317,0.12004032731056213,-0.007577214855700731,0.13172727823257446,-0.008450198918581009,0.11191059648990631,-0.004394823685288429,0.13525985181331635,-0.0014566824538633227,0.135015606880188,-0.005933640990406275,0.12126784026622772,,,
6,7,762.5,1.0,-0.009183931164443493,0.09557831287384033,-0.002931857481598854,0.12242822349071503,-0.008222471922636032,0.13878244161605835,0.0021031706128269434,0.13617581129074097,-0.0076776123605668545,0.1421966403722763,-0.004415872972458601,0.13038109242916107,-0.006943556945770979,0.148790642619133,-0.00025214822380803525,0.1416553258895874,-0.004834503401070833,0.14377151429653168,-0.0064208488911390305,0.14668315649032593,,,
7,8,752.5,1.0,-0.007006296422332525,0.10914750397205353,-0.005871180444955826,0.11714929342269897,-0.009952019900083542,0.11969955265522003,0.004528765566647053,0.1274813711643219,-0.011500043794512749,0.12530839443206787,-0.003234873991459608,0.12266822159290314,-0.00967258308082819,0.12606181204319,-0.006945987697690725,0.13273748755455017,-0.006750243715941906,0.12747344374656677,-0.00020597176626324654,0.12142771482467651,,,
8,9,785.0,1.0,-0.009816306643188,0.10066673159599304,-0.013656721450388432,0.12236616015434265,-0.006187377497553825,0.11610937118530273,-0.004932330921292305,0.12505601346492767,-0.00932418741285801,0.12354061007499695,-0.0013118390925228596,0.12725956737995148,-0.0034663002006709576,0.1329682320356369,-0.006574515253305435,0.13878829777240753,-0.008502737618982792,0.12701454758644104,-0.008700746111571789,0.12329582870006561,,,
9,10,823.0,1.0,-0.006384541746228933,0.09638509154319763,-0.012226841412484646,0.11155740916728973,-0.005342829041182995,0.10605928301811218,-0.009634983725845814,0.12273916602134705,-0.004748302511870861,0.1316288411617279,-0.007083860691636801,0.13320660591125488,-0.006218784023076296,0.1342373490333557,0.002627145266160369,0.12815317511558533,-0.00874088890850544,0.1265953630208969,-0.0068548438139259815,0.14424419403076172,824.7222290039062,1.3700000047683716,
10,11,796.5,1.0,-0.010893341153860092,0.08986249566078186,-0.00298762577585876,0.12097625434398651,-0.014351334422826767,0.12952761352062225,0.001844978891313076,0.13885854184627533,-0.006492033135145903,0.12815307080745697,-0.006358414422720671,0.12951910495758057,-0.0030984384939074516,0.14160718023777008,-0.0031525511294603348,0.1447041928768158,-0.0016852259868755937,0.13274945318698883,-0.009725214913487434,0.13303439319133759,,,
11,12,830.5,1.0,-0.00982680730521679,0.0958084687590599,-0.01001999992877245,0.11863896250724792,-0.007524510845541954,0.1330980658531189,-0.017212631180882454,0.12516114115715027,-0.004759226460009813,0.1387898027896881,-0.007497786544263363,0.12364713847637177,-0.004869273863732815,0.1374596655368805,-0.0011632955865934491,0.13548526167869568,-0.006631337571889162,0.1458985060453415,-0.004902093205600977,0.13441497087478638,,,
12,13,793.0,1.0,-0.010129746049642563,0.10377177596092224,-0.011495492421090603,0.11023198068141937,-0.007679190021008253,0.10831186175346375,-0.004845735616981983,0.12502917647361755,-0.007841246202588081,0.1358891725540161,-0.00091075076488778,0.13549847900867462,-0.007595655042678118,0.1255253404378891,-0.0038085065316408873,0.12849554419517517,-0.006547555327415466,0.12840445339679718,-0.0025921622291207314,0.13682767748832703,,,
13,14,825.0,1.0,-0.010012495331466198,0.0910361260175705,-0.010508210398256779,0.11023198068141937,-0.0028400574810802937,0.1273297518491745,-0.00768027501180768,0.11681586503982544,-0.0033680053893476725,0.1359727680683136,-0.004683493636548519,0.12161599099636078,-0.007926082238554955,0.13318057358264923,-0.009348362684249878,0.13132217526435852,-0.004469457548111677,0.136949360370636,-0.006432256195694208,0.12255705893039703,,,
14,15,845.5,1.0,-0.008217732422053814,0.10078480839729309,-0.010077197104692459,0.10020504891872406,-0.003448118455708027,0.11583766341209412,-0.010765565559267998,0.11481118202209473,-0.0016236036317422986,0.12250064313411713,-0.00896101351827383,0.11940178275108337,-0.0018457919359207153,0.13611586391925812,-0.00634235143661499,0.11940564215183258,-0.0042769149877130985,0.12336185574531555,-0.009070520289242268,0.12501861155033112,,,
15,16,771.0,1.0,-0.00966077484190464,0.0902574211359024,-0.008111913688480854,0.11066539585590363,-0.003408649703487754,0.13539016246795654,-0.000938518438488245,0.12691619992256165,-0.006759522017091513,0.13534051179885864,-0.00275910715572536,0.12484484910964966,-0.015093320980668068,0.13339701294898987,-0.004565362352877855,0.13964547216892242,-0.0012305903946980834,0.13304021954536438,-0.005146467126905918,0.14653640985488892,,,
16,17,801.0,1.0,-0.01240712869912386,0.09754365682601929,-0.00898460391908884,0.10687081515789032,-0.019448846578598022,0.11460699141025543,-0.00690196780487895,0.10704754292964935,-0.01188623532652855,0.11852255463600159,-0.009697085246443748,0.1161123514175415,-0.016862405464053154,0.11871518194675446,-0.01538059487938881,0.12329953908920288,-0.00949991773813963,0.1179189532995224,-0.013535253703594208,0.12510326504707336,,,
17,18,830.0,1.0,-0.01141128409653902,0.08571295440196991,-0.01655784621834755,0.10661712288856506,-0.012903247028589249,0.1002454161643982,-0.022129643708467484,0.11655986309051514,-0.02265487238764763,0.10152048617601395,-0.019063731655478477,0.11132694780826569,-0.023359298706054688,0.11270951479673386,-0.014254387468099594,0.1270061433315277,-0.019130460917949677,0.11041610687971115,-0.02222791500389576,0.13673855364322662,,,
18,19,674.0,1.0,-0.021116197109222412,0.0870295986533165,-0.02350815199315548,0.0912138819694519,-0.02517467364668846,0.10485007613897324,-0.025481432676315308,0.0915314257144928,-0.023823078721761703,0.10820761322975159,-0.02536691352725029,0.11218981444835663,-0.03056163154542446,0.12088479101657867,-0.03233441710472107,0.11210943758487701,-0.023523494601249695,0.11118356883525848,-0.02574605867266655,0.09733904898166656,,,
19,20,769.5,1.0,-0.017855921760201454,0.07962082326412201,-0.02728525549173355,0.09538178145885468,-0.025532323867082596,0.08597668260335922,-0.033015940338373184,0.09764587879180908,-0.03114098310470581,0.09943969547748566,-0.03274637833237648,0.09288839995861053,-0.0305169727653265,0.09140737354755402,-0.035595763474702835,0.10242234170436859,-0.03874938562512398,0.09107616543769836,-0.031658198684453964,0.08535300195217133,818.3333740234375,1.337777853012085,
