,episode,avg_reward_all_envs,exploration_rate,q_mean_step_1,q_max_step_1,q_mean_step_2,q_max_step_2,q_mean_step_3,q_max_step_3,q_mean_step_4,q_max_step_4,q_mean_step_5,q_max_step_5,q_mean_step_6,q_max_step_6,q_mean_step_7,q_max_step_7,q_mean_step_8,q_max_step_8,q_mean_step_9,q_max_step_9,q_mean_step_10,q_max_step_10,test_avg_reward_all_envs,test_avg_level_all_envs,batch_loss
0,1,777.0,1.0,-0.015176696702837944,0.11283519119024277,-0.0093019874766469,0.17232546210289001,-0.016578061506152153,0.17277675867080688,-0.017758330330252647,0.20638126134872437,-0.018394868820905685,0.1825719028711319,-0.017726486548781395,0.18816274404525757,-0.017167242243885994,0.22382695972919464,-0.016938896849751472,0.20205608010292053,-0.0203232578933239,0.214839905500412,-0.02237648144364357,0.19484707713127136,,,
1,2,794.5,1.0,-0.015489209443330765,0.11494404822587967,-0.023205861449241638,0.1769520342350006,-0.017477458342909813,0.19108439981937408,-0.02119271643459797,0.1872188299894333,-0.012093273922801018,0.21439610421657562,-0.03235713765025139,0.18708550930023193,-0.019131530076265335,0.20683802664279938,-0.02326458878815174,0.19047363102436066,-0.020178386941552162,0.19540341198444366,-0.020785151049494743,0.2171979695558548,,,
2,3,788.0,1.0,-0.013812710531055927,0.1263706237077713,-0.0119076082482934,0.16300898790359497,-0.021076541393995285,0.1780385822057724,-0.015475304797291756,0.20638126134872437,-0.016676675528287888,0.19307841360569,-0.0187882911413908,0.20087724924087524,-0.01576957106590271,0.2119118720293045,-0.014944725669920444,0.21715544164180756,-0.006542333401739597,0.2207043319940567,-0.018099399283528328,0.21444839239120483,,,
3,4,822.5,1.0,-0.01258956827223301,0.12285017967224121,-0.02126188762485981,0.1769520342350006,-0.011923651210963726,0.20604093372821808,-0.019508792087435722,0.19296307861804962,-0.0145054766908288,0.2216661423444748,-0.012693646363914013,0.2127312421798706,-0.015197730623185635,0.1949373036623001,-0.014485437422990799,0.22238974273204803,-0.01655622385442257,0.2021254152059555,-0.018708592280745506,0.2299516201019287,,,
4,5,826.5,1.0,-0.005041472613811493,0.1339624971151352,-0.022340577095746994,0.14671066403388977,-0.01306302659213543,0.18969453871250153,-0.026755040511488914,0.1952671855688095,-0.009376795031130314,0.20649217069149017,-0.020689966157078743,0.19754639267921448,-0.019948123022913933,0.2036409080028534,-0.012606581673026085,0.21279673278331757,-0.01677839271724224,0.21044625341892242,-0.01450556330382824,0.19917893409729004,,,
5,6,793.5,1.0,-0.016432883217930794,0.11108243465423584,-0.014147818088531494,0.1769525408744812,-0.02288871258497238,0.18110643327236176,-0.011001933366060257,0.22007803618907928,-0.022984055802226067,0.19859227538108826,-0.023046432062983513,0.18897467851638794,-0.02381746470928192,0.18780897557735443,-0.027820808812975883,0.19681724905967712,-0.016439223662018776,0.2249632626771927,-0.02692241221666336,0.20073789358139038,,,
6,7,752.0,1.0,-0.014312033541500568,0.12451301515102386,-0.02143876999616623,0.14476443827152252,-0.015893932431936264,0.19133789837360382,-0.014163529500365257,0.19863976538181305,-0.014450911432504654,0.201720729470253,-0.021226998418569565,0.21398399770259857,-0.017188696190714836,0.2126273363828659,-0.01980600878596306,0.19850312173366547,-0.021997326985001564,0.1959615796804428,-0.01744476892054081,0.21885725855827332,,,
7,8,798.0,1.0,-0.012926793657243252,0.11959441751241684,-0.01915278099477291,0.16397632658481598,-0.024404332041740417,0.17616799473762512,-0.019672011956572533,0.18673893809318542,-0.02001124620437622,0.196965292096138,-0.022475289180874825,0.21716415882110596,-0.01889284886419773,0.1966637223958969,-0.024126866832375526,0.18766671419143677,-0.024637240916490555,0.19596810638904572,-0.025722548365592957,0.19074614346027374,,,
8,9,814.5,1.0,-0.015031706541776657,0.11959441751241684,-0.01842842996120453,0.1878015100955963,-0.017572402954101562,0.1905445009469986,-0.023240746930241585,0.20130810141563416,-0.022641530260443687,0.19162414968013763,-0.017538823187351227,0.2002963423728943,-0.020082669332623482,0.2135142832994461,-0.015353774651885033,0.20805564522743225,-0.023373765870928764,0.21603865921497345,-0.02609885483980179,0.18339331448078156,,,
9,10,786.5,1.0,-0.009732705540955067,0.13602451980113983,-0.010111687704920769,0.18359510600566864,-0.012410485185682774,0.20604093372821808,-0.020293988287448883,0.20426911115646362,-0.010993324220180511,0.22821106016635895,-0.01942829042673111,0.22433657944202423,-0.018508993089199066,0.2079835683107376,-0.010323682799935341,0.23021258413791656,-0.0148496488109231,0.21652717888355255,-0.01729569584131241,0.189044788479805,854.6000366210938,1.2990000247955322,
