,episode,avg_reward_all_envs,exploration_rate,q_mean_step_1,q_max_step_1,q_mean_step_2,q_max_step_2,q_mean_step_3,q_max_step_3,q_mean_step_4,q_max_step_4,q_mean_step_5,q_max_step_5,q_mean_step_6,q_max_step_6,q_mean_step_7,q_max_step_7,q_mean_step_8,q_max_step_8,q_mean_step_9,q_max_step_9,q_mean_step_10,q_max_step_10,test_avg_reward_all_envs,test_avg_level_all_envs,batch_loss
0,1,838.5,1.0,-0.038926538079977036,0.048413362354040146,-0.044424522668123245,0.03658824786543846,-0.04388931766152382,0.04741622880101204,-0.04644487425684929,0.028903193771839142,-0.04639216512441635,0.05393991991877556,-0.04710584878921509,0.038110192865133286,-0.04130834713578224,0.05285893753170967,-0.04755489155650139,0.03988117352128029,-0.046622540801763535,0.04174493998289108,-0.048228297382593155,0.05812117084860802,,,
1,2,742.5,1.0,-0.03842708095908165,0.03301744908094406,-0.0441838875412941,0.0565078929066658,-0.04452306032180786,0.03916211053729057,-0.043919309973716736,0.054515328258275986,-0.04725262150168419,0.0521169938147068,-0.04476919025182724,0.04482830688357353,-0.045888498425483704,0.039617158472537994,-0.04513687640428543,0.05534311756491661,-0.04337139055132866,0.048882391303777695,-0.04529617726802826,0.05582438036799431,,,
2,3,838.5,1.0,-0.0393914133310318,0.036817990243434906,-0.04253459721803665,0.03984300419688225,-0.0449456088244915,0.0407007560133934,-0.04279576241970062,0.060374703258275986,-0.04392293840646744,0.04574890807271004,-0.046263787895441055,0.037991270422935486,-0.045100245624780655,0.060540854930877686,-0.046507008373737335,0.035351499915122986,-0.04606540501117706,0.05531371384859085,-0.04434731975197792,0.05071621760725975,,,
3,4,755.5,1.0,-0.04259774833917618,0.03213309124112129,-0.04535072296857834,0.02711731567978859,-0.04495590552687645,0.03179846704006195,-0.0500493198633194,0.04349776357412338,-0.045161422342061996,0.03815281018614769,-0.049008697271347046,0.03695663437247276,-0.049181483685970306,0.06137186661362648,-0.04568205773830414,0.054317038506269455,-0.046134378761053085,0.048152413219213486,-0.04838856682181358,0.04942825064063072,,,
4,5,827.5,1.0,-0.04426852613687515,0.03213309124112129,-0.043425776064395905,0.040801625698804855,-0.04747233912348747,0.048432931303977966,-0.04591163620352745,0.05740494653582573,-0.052559994161129,0.036677245050668716,-0.04749415069818497,0.044773172587156296,-0.04274740815162659,0.058560047298669815,-0.0504324845969677,0.033213481307029724,-0.04823613539338112,0.03931640088558197,-0.04699234291911125,0.06717081367969513,,,
5,6,821.5,1.0,-0.039223238825798035,0.02979615330696106,-0.046104516834020615,0.044948380440473557,-0.044999249279499054,0.04397235065698624,-0.04691845551133156,0.05546262115240097,-0.04647940397262573,0.05744146928191185,-0.04265817627310753,0.0554567314684391,-0.04764623939990997,0.061257969588041306,-0.046857137233018875,0.0717737078666687,-0.04449641332030296,0.06466399133205414,-0.04355640336871147,0.07536959648132324,,,
6,7,799.0,1.0,-0.041020140051841736,0.02825855277478695,-0.04337966442108154,0.043556760996580124,-0.04386705160140991,0.05318237841129303,-0.04680886119604111,0.04902106896042824,-0.04336123168468475,0.05233171209692955,-0.04671338573098183,0.049500953406095505,-0.0424385629594326,0.058165889233350754,-0.04450999200344086,0.0615072138607502,-0.046906664967536926,0.043907929211854935,-0.044009316712617874,0.07083936035633087,,,
7,8,747.5,1.0,-0.04184485226869583,0.03213309124112129,-0.043182455003261566,0.038398295640945435,-0.0459970161318779,0.03256906569004059,-0.041112665086984634,0.03945280611515045,-0.04596462845802307,0.04176444187760353,-0.04722647741436958,0.045152563601732254,-0.04403610900044441,0.042798202484846115,-0.04915423318743706,0.06445355713367462,-0.0465371236205101,0.03175225481390953,-0.04624059423804283,0.05975035950541496,,,
8,9,784.0,1.0,-0.04192529246211052,0.036817990243434906,-0.04589797556400299,0.03246712312102318,-0.04088829085230827,0.04576914757490158,-0.04836968705058098,0.037740837782621384,-0.04499911144375801,0.05135408416390419,-0.04722467064857483,0.04767950251698494,-0.049279969185590744,0.04560988023877144,-0.042574409395456314,0.04873507842421532,-0.04819132760167122,0.06365837156772614,-0.04609544202685356,0.053737822920084,,,
9,10,832.5,1.0,-0.041856031864881516,0.03301744908094406,-0.04338856041431427,0.03361715003848076,-0.045232776552438736,0.04248247668147087,-0.0433909073472023,0.04882751777768135,-0.0428035743534565,0.04896576330065727,-0.0492229238152504,0.05472443625330925,-0.0426454097032547,0.06189940497279167,-0.04737886041402817,0.04360814765095711,-0.043829984962940216,0.054572317749261856,-0.047576699405908585,0.05159362778067589,834.4500122070312,1.3480000495910645,
