,episode,avg_reward_all_envs,exploration_rate,q_mean_step_1,q_max_step_1,q_mean_step_2,q_max_step_2,q_mean_step_3,q_max_step_3,q_mean_step_4,q_max_step_4,q_mean_step_5,q_max_step_5,q_mean_step_6,q_max_step_6,q_mean_step_7,q_max_step_7,q_mean_step_8,q_max_step_8,q_mean_step_9,q_max_step_9,q_mean_step_10,q_max_step_10,test_avg_reward_all_envs,test_avg_level_all_envs,batch_loss
0,1,702.5,1.0,-0.018457015976309776,0.12455346435308456,-0.013783983886241913,0.1689271479845047,-0.014327229000627995,0.19768352806568146,-0.019073033705353737,0.19943316280841827,-0.01654164493083954,0.2089812457561493,-0.014982201159000397,0.2045583426952362,-0.012304608710110188,0.20489658415317535,-0.018618252128362656,0.21341562271118164,-0.020419849082827568,0.21625684201717377,-0.009724149480462074,0.2118486613035202,,,
1,2,779.0,1.0,-0.012797102332115173,0.13602454960346222,-0.015858827158808708,0.16788767278194427,-0.01194750890135765,0.18561549484729767,-0.013408747501671314,0.2011161893606186,-0.027310609817504883,0.18571783602237701,-0.015322103165090084,0.20726655423641205,-0.0013339334400370717,0.19636084139347076,-0.0212894044816494,0.19381938874721527,-0.018747035413980484,0.21630261838436127,-0.012166333384811878,0.19325746595859528,,,
2,3,842.0,1.0,-0.014214819297194481,0.12466997653245926,-0.0101731913164258,0.1765085905790329,-0.016083942726254463,0.18250147998332977,-0.01909836381673813,0.20124927163124084,-0.012500772252678871,0.20397068560123444,-0.01066004578024149,0.21155178546905518,-0.00981372594833374,0.21145851910114288,-0.013182081282138824,0.22476090490818024,-0.017299113795161247,0.194594606757164,-0.014839542098343372,0.20553553104400635,,,
3,4,794.5,1.0,-0.011889385059475899,0.11588064581155777,-0.01771649718284607,0.17081844806671143,-0.01340148039162159,0.1923200637102127,-0.013622228056192398,0.22142036259174347,-0.014498749747872353,0.20151838660240173,-0.010886521078646183,0.20961034297943115,-0.02455192431807518,0.20290295779705048,-0.018675098195672035,0.21560873091220856,-0.015814386308193207,0.21781782805919647,-0.013201980851590633,0.22222121059894562,,,
4,5,804.5,1.0,-0.013529776595532894,0.12466997653245926,-0.016030102968215942,0.1635250449180603,-0.023587321862578392,0.18516291677951813,-0.006404601037502289,0.19848240911960602,-0.021801866590976715,0.21372652053833008,-0.013609875924885273,0.2049039751291275,-0.011989586055278778,0.20011430978775024,-0.004994363058358431,0.22794921696186066,-0.011569436639547348,0.212077796459198,-0.025338273495435715,0.20328648388385773,,,
5,6,812.0,1.0,-0.011645210906863213,0.12455346435308456,-0.010840772651135921,0.1833004653453827,-0.01167306862771511,0.19768352806568146,-0.0084276357665658,0.2293863147497177,-0.015278978273272514,0.22406791150569916,-0.010936790145933628,0.2018708735704422,-0.021007297560572624,0.2036922723054886,-0.005451707635074854,0.21220670640468597,-0.021313806995749474,0.2185581475496292,-0.005545024760067463,0.20859846472740173,,,
6,7,760.5,1.0,-0.012851031497120857,0.12466997653245926,-0.019501525908708572,0.15894785523414612,-0.017315760254859924,0.1750027984380722,-0.018769720569252968,0.21651212871074677,-0.01642405055463314,0.1903187334537506,-0.02297971211373806,0.21674315631389618,-0.01246979832649231,0.19808940589427948,-0.014154592528939247,0.2032182663679123,-0.024382522329688072,0.22007502615451813,-0.022960633039474487,0.21532770991325378,,,
7,8,813.5,1.0,-0.009079822339117527,0.12114600092172623,-0.011744095012545586,0.15172700583934784,-0.010319394990801811,0.19517125189304352,-0.01486330945044756,0.18306200206279755,-0.002566806972026825,0.20598089694976807,-0.010132174007594585,0.2138085812330246,-0.019095735624432564,0.20994353294372559,-0.024009374901652336,0.1995333880186081,-0.010211670771241188,0.2088397592306137,-0.011896084062755108,0.21067757904529572,,,
8,9,764.0,1.0,-0.015585222281515598,0.1339624971151352,-0.025070950388908386,0.18235118687152863,-0.010341775603592396,0.19920779764652252,-0.016755947843194008,0.21359758079051971,-0.022115763276815414,0.21444067358970642,-0.01398668996989727,0.21749044954776764,-0.012861338444054127,0.2101048082113266,-0.02713162824511528,0.2085040658712387,-0.017088094726204872,0.2151125818490982,-0.020697372034192085,0.20754604041576385,,,
9,10,822.5,1.0,-0.01407787948846817,0.11606942862272263,-0.015379723161458969,0.16178320348262787,-0.0065323165617883205,0.1812785416841507,-0.010746537707746029,0.1922522336244583,-0.023793280124664307,0.1977258175611496,-0.013915290124714375,0.1899571567773819,-0.021835315972566605,0.19247645139694214,-0.014989757910370827,0.2016579806804657,-0.025824660435318947,0.20509667694568634,-0.024454688653349876,0.21463124454021454,837.4000244140625,1.3270000219345093,
