session_id,session_name,replication_idx,condition,generation,within_generation_idx,started_at,time_spend,expired,replaced,ai_player,simulated_subject,advisor,player_score
65b26108b19beea5c33c9c24,Rep 0 - Gen 0 - w_ai - 0 - AI,0,w_ai,0,0,,0.0,False,False,True,False,,2062
65b26108b19beea5c33c9c25,Rep 0 - Gen 0 - w_ai - 1 - AI,0,w_ai,0,1,,0.0,False,False,True,False,,2650
65b26108b19beea5c33c9c26,Rep 0 - Gen 0 - w_ai - 2 - AI,0,w_ai,0,2,,0.0,False,False,True,False,,2212
65b26108b19beea5c33c9c27,Rep 0 - Gen 0 - None - 3 - Human,0,,0,3,2024-01-25T13:26:26.557000,1.366408,False,False,False,False,,1875
65b26108b19beea5c33c9c28,Rep 0 - Gen 0 - None - 4 - Human,0,,0,4,2024-01-25T13:26:28.178000,1.213448,False,False,False,False,,1500
65b26108b19beea5c33c9c29,Rep 0 - Gen 0 - None - 5 - Human,0,,0,5,2024-01-25T13:26:29.680000,1.444188,False,False,False,False,,1775
65b26108b19beea5c33c9c2a,Rep 0 - Gen 0 - None - 6 - Human,0,,0,6,2024-01-25T13:26:31.432000,1.408318,False,False,False,False,,1850
65b26108b19beea5c33c9c2b,Rep 0 - Gen 0 - None - 7 - Human,0,,0,7,2024-01-25T13:26:33.132000,1.358134,False,False,False,False,,1375
65b26108b19beea5c33c9c2c,Rep 0 - Gen 0 - wo_ai - 8 - Human,0,wo_ai,0,8,2024-01-25T13:26:34.709000,1.262974,False,False,False,False,,1775
65b26108b19beea5c33c9c2d,Rep 0 - Gen 0 - wo_ai - 9 - Human,0,wo_ai,0,9,2024-01-25T13:26:36.242000,1.384403,False,False,False,False,,1675
65b26108b19beea5c33c9c2e,Rep 0 - Gen 0 - wo_ai - 10 - Human,0,wo_ai,0,10,2024-01-25T13:26:37.874000,1.393485,False,False,False,False,,1925
65b26108b19beea5c33c9c2f,Rep 0 - Gen 1 - w_ai - 0 - Human,0,w_ai,1,0,2024-01-25T13:26:39.559000,3.998968,False,False,False,False,65b26108b19beea5c33c9c26,2750
65b26108b19beea5c33c9c30,Rep 0 - Gen 1 - w_ai - 1 - Human,0,w_ai,1,1,2024-01-25T13:26:43.986000,4.023472,False,False,False,False,65b26108b19beea5c33c9c27,1700
65b26108b19beea5c33c9c31,Rep 0 - Gen 1 - w_ai - 2 - Human,0,w_ai,1,2,2024-01-25T13:26:48.420000,4.232075,False,False,False,False,65b26108b19beea5c33c9c24,2750
65b26108b19beea5c33c9c32,Rep 0 - Gen 1 - w_ai - 3 - Human,0,w_ai,1,3,2024-01-25T13:26:53.079000,3.993777,False,False,False,False,65b26108b19beea5c33c9c26,2750
65b26108b19beea5c33c9c33,Rep 0 - Gen 1 - w_ai - 4 - Human,0,w_ai,1,4,2024-01-25T13:26:57.495000,4.004848,False,False,False,False,65b26108b19beea5c33c9c26,1850
65b26108b19beea5c33c9c34,Rep 0 - Gen 1 - w_ai - 5 - Human,0,w_ai,1,5,2024-01-25T13:27:01.910000,4.133997,False,False,False,False,65b26108b19beea5c33c9c24,1600
65b26108b19beea5c33c9c35,Rep 0 - Gen 1 - w_ai - 6 - Human,0,w_ai,1,6,2024-01-25T13:27:06.471000,4.001635,False,False,False,False,65b26108b19beea5c33c9c25,2750
65b26108b19beea5c33c9c36,Rep 0 - Gen 1 - w_ai - 7 - Human,0,w_ai,1,7,2024-01-25T13:27:10.892000,3.856888,False,False,False,False,65b26108b19beea5c33c9c25,2750
65b26108b19beea5c33c9c37,Rep 0 - Gen 1 - wo_ai - 8 - Human,0,wo_ai,1,8,2024-01-25T13:27:15.158000,4.093858,False,False,False,False,65b26108b19beea5c33c9c2e,1725
65b26108b19beea5c33c9c38,Rep 0 - Gen 1 - wo_ai - 9 - Human,0,wo_ai,1,9,2024-01-25T13:27:19.627000,3.835547,False,False,False,False,65b26108b19beea5c33c9c2e,1425
65b26109b19beea5c33c9c39,Rep 0 - Gen 1 - wo_ai - 10 - Human,0,wo_ai,1,10,2024-01-25T13:27:23.866000,4.067873,False,False,False,False,65b26108b19beea5c33c9c2e,1875
65b26109b19beea5c33c9c3a,Rep 0 - Gen 1 - wo_ai - 11 - Human,0,wo_ai,1,11,2024-01-25T13:27:28.351000,4.162694,False,False,False,False,65b26108b19beea5c33c9c2e,1850
65b26109b19beea5c33c9c3b,Rep 0 - Gen 1 - wo_ai - 12 - Human,0,wo_ai,1,12,2024-01-25T13:27:41.587000,4.172757,False,False,False,False,65b26108b19beea5c33c9c2e,1500
65b26109b19beea5c33c9c3c,Rep 0 - Gen 1 - wo_ai - 13 - Human,0,wo_ai,1,13,2024-01-25T13:27:46.212000,4.001851,False,False,False,False,65b26108b19beea5c33c9c27,1675
65b26109b19beea5c33c9c3d,Rep 0 - Gen 1 - wo_ai - 14 - Human,0,wo_ai,1,14,2024-01-25T13:27:50.632000,4.109949,False,False,False,False,65b26108b19beea5c33c9c2a,1775
65b26109b19beea5c33c9c3e,Rep 0 - Gen 1 - wo_ai - 15 - Human,0,wo_ai,1,15,2024-01-25T13:27:55.153000,4.253616,False,False,False,False,65b26108b19beea5c33c9c27,1500
65b2610ab19beea5c33c9c3f,Rep 0 - Gen 2 - w_ai - 0 - Human,0,w_ai,2,0,2024-01-25T13:27:59.860000,4.131658,False,False,False,False,65b26108b19beea5c33c9c31,2700
65b2610bb19beea5c33c9c40,Rep 0 - Gen 2 - w_ai - 1 - Human,0,w_ai,2,1,2024-01-25T13:28:04.426000,4.058621,False,False,False,False,65b26108b19beea5c33c9c2f,2750
65b2610bb19beea5c33c9c41,Rep 0 - Gen 2 - w_ai - 2 - Human,0,w_ai,2,2,2024-01-25T13:28:08.902000,4.258628,False,False,False,False,65b26108b19beea5c33c9c31,2362
65b2610bb19beea5c33c9c42,Rep 0 - Gen 2 - w_ai - 3 - Human,0,w_ai,2,3,2024-01-25T13:28:13.581000,3.981909,False,False,False,False,65b26108b19beea5c33c9c32,2337
65b2610bb19beea5c33c9c43,Rep 0 - Gen 2 - w_ai - 4 - Human,0,w_ai,2,4,2024-01-25T13:28:17.977000,12.752274,False,False,False,False,65b26108b19beea5c33c9c35,2587
65b2610bb19beea5c33c9c44,Rep 0 - Gen 2 - w_ai - 5 - Human,0,w_ai,2,5,2024-01-25T13:28:31.132000,4.13379,False,False,False,False,65b26108b19beea5c33c9c36,2537
65b2610bb19beea5c33c9c45,Rep 0 - Gen 2 - w_ai - 6 - Human,0,w_ai,2,6,2024-01-25T13:28:35.695000,4.178996,False,False,False,False,65b26108b19beea5c33c9c35,2750
65b2610bb19beea5c33c9c46,Rep 0 - Gen 2 - w_ai - 7 - Human,0,w_ai,2,7,2024-01-25T13:28:40.293000,4.089167,False,False,False,False,65b26108b19beea5c33c9c32,2750
65b2610bb19beea5c33c9c47,Rep 0 - Gen 2 - wo_ai - 8 - Human,0,wo_ai,2,8,2024-01-25T13:28:44.793000,4.063774,False,False,False,False,65b26109b19beea5c33c9c39,1925
65b2610bb19beea5c33c9c48,Rep 0 - Gen 2 - wo_ai - 9 - Human,0,wo_ai,2,9,2024-01-25T13:28:49.269000,4.047518,False,False,False,False,65b26109b19beea5c33c9c39,1850
65b2610bb19beea5c33c9c49,Rep 0 - Gen 2 - wo_ai - 10 - Human,0,wo_ai,2,10,2024-01-25T13:28:53.714000,3.844706,False,False,False,False,65b26109b19beea5c33c9c3d,1700
65b2610bb19beea5c33c9c4a,Rep 0 - Gen 2 - wo_ai - 11 - Human,0,wo_ai,2,11,2024-01-25T13:28:57.974000,4.238893,False,False,False,False,65b26109b19beea5c33c9c39,1600
65b2610bb19beea5c33c9c4b,Rep 0 - Gen 2 - wo_ai - 12 - Human,0,wo_ai,2,12,2024-01-25T13:29:02.658000,4.164363,False,False,False,False,65b26109b19beea5c33c9c3d,1925
65b2610bb19beea5c33c9c4c,Rep 0 - Gen 2 - wo_ai - 13 - Human,0,wo_ai,2,13,2024-01-25T13:29:07.226000,4.078918,False,False,False,False,65b26109b19beea5c33c9c39,1850
65b2610bb19beea5c33c9c4d,Rep 0 - Gen 2 - wo_ai - 14 - Human,0,wo_ai,2,14,2024-01-25T13:29:11.707000,4.22026,False,False,False,False,65b26109b19beea5c33c9c39,1600
65b2610bb19beea5c33c9c4e,Rep 0 - Gen 2 - wo_ai - 15 - Human,0,wo_ai,2,15,2024-01-25T13:29:16.356000,12.878381,False,False,False,False,65b26109b19beea5c33c9c39,1500
65b2610cb19beea5c33c9c4f,Rep 0 - Gen 3 - w_ai - 0 - Human,0,w_ai,3,0,2024-01-25T13:29:29.641000,4.036302,False,False,False,False,65b2610bb19beea5c33c9c46,2750
65b2610cb19beea5c33c9c50,Rep 0 - Gen 3 - w_ai - 1 - Human,0,w_ai,3,1,2024-01-25T13:29:34.084000,4.135427,False,False,False,False,65b2610bb19beea5c33c9c45,2475
65b2610cb19beea5c33c9c51,Rep 0 - Gen 3 - w_ai - 2 - Human,0,w_ai,3,2,2024-01-25T13:29:38.631000,3.971841,False,False,False,False,65b2610bb19beea5c33c9c45,1925
65b2610cb19beea5c33c9c52,Rep 0 - Gen 3 - w_ai - 3 - Human,0,w_ai,3,3,2024-01-25T13:29:43.025000,4.001642,False,False,False,False,65b2610bb19beea5c33c9c46,2675
65b2610cb19beea5c33c9c53,Rep 0 - Gen 3 - w_ai - 4 - Human,0,w_ai,3,4,2024-01-25T13:29:47.435000,4.04923,False,False,False,False,65b2610bb19beea5c33c9c45,2750
65b2610cb19beea5c33c9c54,Rep 0 - Gen 3 - w_ai - 5 - Human,0,w_ai,3,5,2024-01-25T13:29:51.891000,4.129302,False,False,False,False,65b2610bb19beea5c33c9c45,1850
65b2610cb19beea5c33c9c55,Rep 0 - Gen 3 - w_ai - 6 - Human,0,w_ai,3,6,2024-01-25T13:29:56.449000,4.290112,False,False,False,False,65b2610bb19beea5c33c9c45,1675
65b2610cb19beea5c33c9c56,Rep 0 - Gen 3 - w_ai - 7 - Human,0,w_ai,3,7,2024-01-25T13:30:01.157000,4.197032,False,False,False,False,65b2610bb19beea5c33c9c46,2750
65b2610cb19beea5c33c9c57,Rep 0 - Gen 3 - wo_ai - 8 - Human,0,wo_ai,3,8,2024-01-25T13:30:05.727000,3.79248,False,False,False,False,65b2610bb19beea5c33c9c47,1500
65b2610cb19beea5c33c9c58,Rep 0 - Gen 3 - wo_ai - 9 - Human,0,wo_ai,3,9,2024-01-25T13:30:09.928000,3.855281,False,False,False,False,65b2610bb19beea5c33c9c4b,1850
65b2610cb19beea5c33c9c59,Rep 0 - Gen 3 - wo_ai - 10 - Human,0,wo_ai,3,10,2024-01-25T13:30:14.214000,4.176884,False,False,False,False,65b2610bb19beea5c33c9c47,1400
65b2610cb19beea5c33c9c5a,Rep 0 - Gen 3 - wo_ai - 11 - Human,0,wo_ai,3,11,2024-01-25T13:30:18.820000,4.18627,False,False,False,False,65b2610bb19beea5c33c9c4b,1375
