,sessionId,trialID,networkId,sourceLevel,targetLevel,reward,step,matchesMyopic,matchesAI
0,63e623d186a07638e1044c3e,0.0,91cdbb8e2f9597586478fa053981cb26,0.0,0.0,200.0,1.0,1.0,1.0
1,63e623d186a07638e1044c3e,0.0,91cdbb8e2f9597586478fa053981cb26,0.0,1.0,-50.0,2.0,1.0,1.0
2,63e623d186a07638e1044c3e,0.0,91cdbb8e2f9597586478fa053981cb26,1.0,2.0,-50.0,3.0,1.0,1.0
3,63e623d186a07638e1044c3e,0.0,91cdbb8e2f9597586478fa053981cb26,2.0,3.0,-50.0,4.0,1.0,1.0
4,63e623d186a07638e1044c3e,0.0,91cdbb8e2f9597586478fa053981cb26,3.0,4.0,200.0,5.0,1.0,1.0
5,63e623d186a07638e1044c3e,0.0,91cdbb8e2f9597586478fa053981cb26,4.0,3.0,400.0,6.0,1.0,1.0
6,63e623d186a07638e1044c3e,0.0,91cdbb8e2f9597586478fa053981cb26,3.0,4.0,200.0,7.0,1.0,1.0
7,63e623d186a07638e1044c3e,0.0,91cdbb8e2f9597586478fa053981cb26,4.0,3.0,400.0,8.0,1.0,1.0
8,63e623d186a07638e1044c3e,1.0,ff0f703dfe1d882c5ad406968b364400,0.0,1.0,-50.0,1.0,1.0,1.0
9,63e623d186a07638e1044c3e,1.0,ff0f703dfe1d882c5ad406968b364400,1.0,2.0,-50.0,2.0,1.0,1.0
10,63e623d186a07638e1044c3e,1.0,ff0f703dfe1d882c5ad406968b364400,2.0,3.0,-50.0,3.0,1.0,1.0
11,63e623d186a07638e1044c3e,1.0,ff0f703dfe1d882c5ad406968b364400,3.0,4.0,200.0,4.0,1.0,1.0
12,63e623d186a07638e1044c3e,1.0,ff0f703dfe1d882c5ad406968b364400,4.0,3.0,400.0,5.0,1.0,1.0
13,63e623d186a07638e1044c3e,1.0,ff0f703dfe1d882c5ad406968b364400,3.0,4.0,200.0,6.0,1.0,1.0
14,63e623d186a07638e1044c3e,1.0,ff0f703dfe1d882c5ad406968b364400,4.0,3.0,400.0,7.0,1.0,1.0
15,63e623d186a07638e1044c3e,1.0,ff0f703dfe1d882c5ad406968b364400,3.0,4.0,200.0,8.0,1.0,1.0
16,63e623d186a07638e1044c3e,2.0,4f8eae6cdbd172ad96143170a2cd5210,0.0,0.0,200.0,1.0,1.0,1.0
17,63e623d186a07638e1044c3e,2.0,4f8eae6cdbd172ad96143170a2cd5210,0.0,1.0,-50.0,2.0,1.0,1.0
18,63e623d186a07638e1044c3e,2.0,4f8eae6cdbd172ad96143170a2cd5210,1.0,2.0,-50.0,3.0,1.0,1.0
